-0.755,-0.0352,-0.5098,0.0356,-0.07,0.7003,0.07,71.6,100001.0
-0.745,-0.0352,-0.5107,0.0352,0.0,0.6303,0.07,71.6,100003.0
-0.735,-0.0371,-0.5103,0.0352,-0.07,0.5602,0.1401,71.6,99999.0
-0.725,-0.0381,-0.5093,0.0352,-0.07,0.3501,0.07,71.6,100013.0
-0.715,-0.0356,-0.5078,0.0361,-0.07,0.3501,0.07,71.6,100001.0
-0.705,-0.0327,-0.5073,0.0361,-0.1401,0.3501,0.07,71.6,99996.0
-0.695,-0.0332,-0.5083,0.0352,-0.07,0.3501,0.1401,71.6,99992.0
-0.685,-0.0347,-0.5059,0.0332,-0.07,0.4202,0.07,71.6,100010.0
-0.675,-0.0356,-0.5059,0.0361,-0.07,0.4902,0.1401,71.6,99985.0
-0.665,-0.0332,-0.5112,0.0356,-0.07,0.4902,0.07,71.6,99995.0
-0.655,-0.0337,-0.5112,0.0356,-0.1401,0.4202,0.07,71.6,99995.0
-0.645,-0.0327,-0.5098,0.0366,-0.07,0.4202,0.07,71.6,100007.0
-0.635,-0.0361,-0.5088,0.0356,-0.1401,0.3501,0.07,71.6,100005.0
-0.625,-0.0342,-0.5078,0.0342,-0.07,0.2801,0.07,71.6,100002.0
-0.615,-0.0337,-0.5083,0.0352,0.07,0.3501,0.07,71.6,100022.0
-0.605,-0.0352,-0.5103,0.0371,-0.07,0.5602,0.07,71.6,100024.0
-0.595,-0.0371,-0.5107,0.0361,-0.07,0.5602,0.07,71.6,99997.0
-0.585,-0.0352,-0.5112,0.0347,-0.07,0.5602,0.07,71.6,100006.0
-0.575,-0.0337,-0.5088,0.0366,-0.07,0.4202,0.1401,71.6,100003.0
-0.565,-0.0352,-0.5088,0.0361,-0.07,0.2801,0.1401,71.6,99989.0
-0.555,-0.0356,-0.5078,0.0366,-0.07,0.2801,0.1401,71.6,99999.0
-0.545,-0.0347,-0.5083,0.0342,-0.07,0.2801,0.07,71.6,100014.0
-0.535,-0.0332,-0.5098,0.0356,-0.07,0.3501,0.07,71.6,100008.0
-0.525,-0.0347,-0.5107,0.0347,0.0,0.2801,0.07,71.6,100002.0
-0.515,-0.0332,-0.5098,0.0356,-0.07,0.4902,0.07,71.6,99995.0
-0.505,-0.0347,-0.5088,0.0356,-0.07,0.4202,0.07,71.6,100043.0
-0.495,-0.0342,-0.5088,0.0347,-0.07,0.4902,0.07,71.6,99974.0
-0.485,-0.0356,-0.5093,0.0352,-0.07,0.4202,0.07,71.6,99998.0
-0.475,-0.0347,-0.5054,0.0356,-0.07,0.4202,0.1401,71.6,100046.0
-0.465,-0.0347,-0.5083,0.0347,-0.07,0.4902,0.07,71.6,100003.0
-0.455,-0.0342,-0.5078,0.0371,0.0,0.3501,0.07,71.6,100007.0
-0.445,-0.0356,-0.5083,0.0347,-0.07,0.4202,0.1401,71.6,99992.0
-0.435,-0.0337,-0.5103,0.0371,-0.07,0.3501,0.1401,71.6,100008.0
-0.425,-0.0352,-0.5073,0.0356,-0.1401,0.2101,0.07,71.6,99991.0
-0.415,-0.0347,-0.5093,0.0356,-0.07,0.2801,0.07,71.6,99973.0
-0.405,-0.0337,-0.5088,0.0352,-0.07,0.4202,0.07,71.6,100021.0
-0.395,-0.0356,-0.5068,0.0347,-0.07,0.3501,0.1401,71.6,100015.0
