ts,id,T,P
137.014,BARO0,8.92,72796
137.024,BARO0,8.9,72815
137.034,BARO0,8.92,72804
137.044,BARO0,8.9,72816
137.054,BARO0,8.93,72801
137.064,BARO0,8.89,72811
137.074,BARO0,8.92,72817
137.084,BARO0,8.91,72805
137.094,BARO0,8.94,72835
137.104,BARO0,8.9,72810
137.114,BARO0,8.92,72846
137.124,BARO0,8.9,72820
137.134,BARO0,8.9,72820
137.144,BARO0,8.9,72830
137.154,BARO0,8.91,72834
137.164,BARO0,8.92,72843
137.174,BARO0,8.91,72824
137.184,BARO0,8.89,72859
137.194,BARO0,8.93,72865
137.204,BARO0,8.9,72837
137.214,BARO0,8.93,72854
137.224,BARO0,8.91,72847
137.234,BARO0,8.91,72853
137.244,BARO0,8.92,72863
137.254,BARO0,8.91,72847
137.264,BARO0,8.92,72858
137.274,BARO0,8.93,72865
137.284,BARO0,8.95,72886
137.294,BARO0,8.92,72879
137.304,BARO0,8.94,72894
137.314,BARO0,8.93,72867
137.324,BARO0,8.93,72878
137.334,BARO0,8.93,72875
137.344,BARO0,8.93,72894
137.354,BARO0,8.94,72890
137.364,BARO0,8.91,72906
137.374,BARO0,8.93,72923
137.384,BARO0,8.93,72889
137.394,BARO0,8.92,72893
137.404,BARO0,8.94,72903
137.414,BARO0,8.95,72914
137.424,BARO0,8.94,72921
137.434,BARO0,8.94,72928
137.444,BARO0,8.94,72924
137.454,BARO0,8.94,72939
137.464,BARO0,8.94,72921
137.474,BARO0,8.95,72947
137.484,BARO0,8.95,72934
137.494,BARO0,8.93,72956
137.504,BARO0,8.95,72947
137.514,BARO0,8.95,72958
137.524,BARO0,8.96,72948
137.534,BARO0,8.94,72964
137.544,BARO0,8.95,72958
137.554,BARO0,8.97,72973
137.564,BARO0,8.96,72980
137.574,BARO0,8.95,72963
137.584,BARO0,8.97,72983
137.594,BARO0,8.96,72979
137.604,BARO0,8.97,72984
137.614,BARO0,8.97,72978
137.624,BARO0,8.96,72978
137.634,BARO0,8.96,72997
137.644,BARO0,8.96,72990
137.654,BARO0,8.97,72972
137.664,BARO0,8.96,72961
137.674,BARO0,8.96,72982
137.684,BARO0,8.97,72978
137.694,BARO0,8.97,73006
137.704,BARO0,8.98,72986
137.714,BARO0,8.96,73006
137.724,BARO0,8.95,73000
137.734,BARO0,8.97,72992
137.744,BARO0,8.96,72996
137.754,BARO0,8.96,73002
137.764,BARO0,8.97,73015
137.774,BARO0,8.95,72991
137.784,BARO0,8.97,73014
137.794,BARO0,8.97,73032
137.804,BARO0,8.96,73029
137.814,BARO0,8.97,72999
137.824,BARO0,8.96,73009
137.834,BARO0,8.95,73014
137.844,BARO0,8.95,73019
137.854,BARO0,8.95,73003
137.864,BARO0,8.97,72999
137.874,BARO0,8.96,73030
137.884,BARO0,8.97,73014
137.894,BARO0,8.94,73027
137.904,BARO0,8.96,73027
137.914,BARO0,8.97,73025
137.924,BARO0,8.94,73006
137.934,BARO0,8.94,73012
137.944,BARO0,8.94,73026
137.954,BARO0,8.97,73031
137.964,BARO0,8.95,73049
137.974,BARO0,8.97,73044
137.984,BARO0,8.95,72999
137.994,BARO0,8.97,73037
138.004,BARO0,8.96,73033
138.014,BARO0,8.97,73027
138.024,BARO0,8.96,73005
138.034,BARO0,8.96,73023
138.044,BARO0,8.95,73009
138.054,BARO0,8.96,73008
138.064,BARO0,8.97,73019
138.074,BARO0,8.95,72996
138.084,BARO0,8.96,73017
138.094,BARO0,8.95,73020
138.104,BARO0,8.95,73015
138.114,BARO0,8.95,73037
138.124,BARO0,8.95,73007
138.134,BARO0,8.95,73012
138.144,BARO0,8.95,73026
138.154,BARO0,8.95,73018
138.164,BARO0,8.95,73030
138.174,BARO0,8.94,73016
138.184,BARO0,8.95,73021
138.194,BARO0,8.98,73036
138.204,BARO0,8.99,73053
138.214,BARO0,8.98,73044
138.224,BARO0,8.95,73026
138.234,BARO0,8.96,73037
138.244,BARO0,8.96,73042
138.254,BARO0,8.97,73050
138.264,BARO0,8.96,73050
138.274,BARO0,8.96,73052
138.284,BARO0,8.95,73047
138.294,BARO0,8.97,73032
138.304,BARO0,8.96,73058
138.314,BARO0,8.96,73036
138.324,BARO0,8.98,73068
138.334,BARO0,8.97,73070
138.344,BARO0,8.96,73076
138.354,BARO0,8.97,73072
138.364,BARO0,8.99,73072
138.374,BARO0,8.97,73069
138.384,BARO0,8.99,73094
138.394,BARO0,8.96,73054
138.404,BARO0,8.96,73065
138.414,BARO0,8.98,73109
138.424,BARO0,9,73094
138.434,BARO0,8.98,73091
138.444,BARO0,8.98,73124
138.454,BARO0,8.99,73119
138.464,BARO0,8.97,73109
138.474,BARO0,9,73107
138.484,BARO0,8.96,73107
138.494,BARO0,8.99,73108
138.504,BARO0,8.98,73130
138.514,BARO0,8.98,73159
138.524,BARO0,8.99,73139
138.534,BARO0,8.99,73133
138.544,BARO0,8.99,73153
138.554,BARO0,9,73162
138.564,BARO0,9.01,73153
138.574,BARO0,9.01,73164
138.584,BARO0,8.99,73182
138.594,BARO0,9.01,73183
138.604,BARO0,9.01,73181
138.614,BARO0,9.01,73161
138.624,BARO0,9,73177
138.634,BARO0,8.99,73191
138.644,BARO0,9,73206
138.654,BARO0,9,73164
138.664,BARO0,8.98,73189
138.674,BARO0,8.99,73198
138.684,BARO0,9,73203
138.694,BARO0,9.02,73202
138.704,BARO0,9.01,73185
138.714,BARO0,9,73220
138.724,BARO0,9.02,73220
138.734,BARO0,9.01,73234
138.744,BARO0,9.01,73222
138.754,BARO0,9.01,73247
138.764,BARO0,9,73230
138.774,BARO0,9.01,73242
138.784,BARO0,9.05,73242
138.794,BARO0,9.02,73214
138.804,BARO0,9.02,73232
138.814,BARO0,9.03,73219
138.824,BARO0,9.02,73244
138.834,BARO0,9.02,73244
138.844,BARO0,9.02,73244
138.854,BARO0,9.02,73249
138.864,BARO0,9.02,73249
138.874,BARO0,9.04,73241
138.884,BARO0,9.03,73257
138.894,BARO0,9.03,73250
138.904,BARO0,9.03,73271
138.914,BARO0,9.03,73251
138.924,BARO0,9.03,73260
138.934,BARO0,9.02,73248
138.944,BARO0,9.02,73265
138.954,BARO0,9.02,73270
138.964,BARO0,9.04,73275
138.974,BARO0,9.04,73254
138.984,BARO0,9.04,73277
138.994,BARO0,9.03,73263
139.004,BARO0,9.03,73288
139.014,BARO0,9.03,73277
139.024,BARO0,9.01,73273
139.034,BARO0,9.03,73268
139.044,BARO0,9.04,73271
139.054,BARO0,9.03,73273
139.064,BARO0,9.03,73261
139.074,BARO0,9.02,73272
139.084,BARO0,9.02,73255
139.094,BARO0,9.02,73269
139.104,BARO0,9.03,73278
139.114,BARO0,9.01,73274
139.124,BARO0,9.04,73278
139.134,BARO0,9.04,73284
139.144,BARO0,9.03,73276
139.154,BARO0,9.03,73276
139.164,BARO0,9.03,73280
139.174,BARO0,9.02,73265
139.184,BARO0,9.02,73278
139.194,BARO0,9.04,73303
139.204,BARO0,9.04,73295
139.214,BARO0,9.03,73316
139.224,BARO0,9.02,73297
139.234,BARO0,9.03,73295
139.244,BARO0,9.03,73269
139.254,BARO0,9.03,73299
139.264,BARO0,9.04,73300
139.274,BARO0,9.03,73319
139.284,BARO0,9.06,73330
139.294,BARO0,9.01,73318
139.304,BARO0,9.03,73312
139.314,BARO0,9.03,73331
139.324,BARO0,9.04,73314
139.334,BARO0,9.04,73322
139.344,BARO0,9.03,73318
139.354,BARO0,9.03,73333
139.364,BARO0,9.05,73354
139.374,BARO0,9.02,73338
139.384,BARO0,9.06,73333
139.394,BARO0,9.02,73343
139.404,BARO0,9.03,73352
139.414,BARO0,9.05,73338
139.424,BARO0,9.05,73358
139.434,BARO0,9.03,73368
139.444,BARO0,9.03,73362
139.454,BARO0,9.04,73376
139.464,BARO0,9.06,73354
139.474,BARO0,9.05,73379
139.484,BARO0,9.04,73369
139.494,BARO0,9.02,73384
139.504,BARO0,9.03,73372
139.514,BARO0,9.03,73382
139.524,BARO0,9.05,73402
139.534,BARO0,9.04,73409
139.544,BARO0,9.04,73404
139.554,BARO0,9.04,73382
139.564,BARO0,9.04,73410
139.574,BARO0,9.05,73435
139.584,BARO0,9.04,73452
139.594,BARO0,9.03,73416
139.604,BARO0,9.03,73419
139.614,BARO0,9.05,73453
139.624,BARO0,9.04,73422
139.634,BARO0,9.03,73434
139.644,BARO0,9.03,73431
139.654,BARO0,9.04,73454
139.664,BARO0,9.03,73434
139.674,BARO0,9.03,73415
139.684,BARO0,9.03,73441
139.694,BARO0,9.03,73454
139.704,BARO0,9.03,73459
139.714,BARO0,9.04,73475
139.724,BARO0,9.05,73480
139.734,BARO0,9.03,73450
139.744,BARO0,9.04,73466
139.754,BARO0,9.04,73474
139.764,BARO0,9.05,73441
139.774,BARO0,9.01,73474
139.784,BARO0,9.05,73466
139.794,BARO0,9.06,73463
139.804,BARO0,9.05,73460
139.814,BARO0,9.04,73455
139.824,BARO0,9.05,73463
139.834,BARO0,9.05,73458
139.844,BARO0,9.04,73480
139.854,BARO0,9.03,73482
139.864,BARO0,9.02,73483
139.874,BARO0,9.04,73491
139.884,BARO0,9.04,73501
139.894,BARO0,9.04,73478
139.904,BARO0,9.05,73500
139.914,BARO0,9.06,73483
139.924,BARO0,9.04,73482
139.934,BARO0,9.04,73493
139.944,BARO0,9.03,73503
139.954,BARO0,9.03,73497
139.964,BARO0,9.05,73491
139.974,BARO0,9.05,73505
139.984,BARO0,9.06,73532
139.994,BARO0,9.04,73517
140.004,BARO0,9.03,73525
140.014,BARO0,9.05,73527
140.024,BARO0,9.02,73517
140.034,BARO0,9.03,73517
140.044,BARO0,9.04,73529
140.054,BARO0,9.03,73506
140.064,BARO0,9.03,73513
140.074,BARO0,9.05,73520
140.084,BARO0,9.05,73540
140.094,BARO0,9.03,73525
140.104,BARO0,9.06,73538
140.114,BARO0,9.05,73508
140.124,BARO0,9.03,73526
140.134,BARO0,9.03,73506
140.144,BARO0,9.04,73500
140.154,BARO0,9.03,73512
140.164,BARO0,9.03,73521
140.174,BARO0,9.04,73527
140.184,BARO0,9.02,73516
140.194,BARO0,9.03,73512
140.204,BARO0,9.05,73526
140.214,BARO0,9.04,73513
140.224,BARO0,9.02,73530
140.234,BARO0,9.03,73509
140.244,BARO0,9.03,73525
140.254,BARO0,9.01,73516
140.264,BARO0,9.02,73507
140.274,BARO0,9.05,73546
140.284,BARO0,9.04,73529
140.294,BARO0,9.07,73547
140.304,BARO0,9.02,73525
140.314,BARO0,9.01,73562
140.324,BARO0,9.01,73561
140.334,BARO0,9.02,73547
140.344,BARO0,9.02,73550
140.354,BARO0,9.02,73558
140.364,BARO0,9.04,73570
140.374,BARO0,9.02,73575
140.384,BARO0,9.03,73579
140.394,BARO0,9.02,73578
140.404,BARO0,9.02,73567
140.414,BARO0,9.02,73589
140.424,BARO0,9.03,73557
140.434,BARO0,9.02,73580
140.444,BARO0,9.03,73569
140.454,BARO0,9.03,73586
140.464,BARO0,9.01,73594
140.474,BARO0,9.02,73583
140.484,BARO0,9.02,73595
140.494,BARO0,9.02,73583
140.504,BARO0,9.05,73599
140.514,BARO0,9.02,73613
140.524,BARO0,9.03,73600
140.534,BARO0,9.02,73592
140.544,BARO0,9.03,73595
140.554,BARO0,9.02,73601
140.564,BARO0,9.01,73622
140.574,BARO0,9.04,73584
140.584,BARO0,9.03,73622
140.594,BARO0,9.02,73625
140.604,BARO0,9.02,73618
140.614,BARO0,9.03,73640
140.624,BARO0,9.04,73636
140.634,BARO0,9.03,73613
140.644,BARO0,9.03,73630
140.654,BARO0,9.03,73631
140.664,BARO0,9.02,73631
140.674,BARO0,9.04,73655
140.684,BARO0,9.04,73629
140.694,BARO0,9.05,73640
140.704,BARO0,9.02,73622
140.714,BARO0,9.04,73617
140.724,BARO0,9.02,73657
140.734,BARO0,9.04,73653
140.744,BARO0,9.03,73650
140.754,BARO0,9.04,73645
140.764,BARO0,9.05,73691
140.774,BARO0,9.02,73658
140.784,BARO0,9.02,73649
140.794,BARO0,9.01,73658
140.804,BARO0,9.03,73642
140.814,BARO0,9.04,73664
140.824,BARO0,9.04,73684
140.834,BARO0,9.04,73674
140.844,BARO0,9.04,73663
140.854,BARO0,9.04,73687
140.864,BARO0,9.04,73670
140.874,BARO0,9.03,73720
140.884,BARO0,9.06,73693
140.894,BARO0,9.04,73679
140.904,BARO0,9.05,73682
140.914,BARO0,9.06,73713
140.924,BARO0,9.03,73684
140.934,BARO0,9.05,73721
140.944,BARO0,9.04,73690
140.954,BARO0,9.05,73711
140.964,BARO0,9.06,73719
140.974,BARO0,9.06,73734
140.984,BARO0,9.07,73712
140.994,BARO0,9.05,73734
141.004,BARO0,9.06,73737
141.014,BARO0,9.04,73735
141.024,BARO0,9.06,73769
141.034,BARO0,9.06,73730
141.044,BARO0,9.06,73744
141.054,BARO0,9.06,73765
141.064,BARO0,9.06,73778
141.074,BARO0,9.07,73718
141.084,BARO0,9.07,73747
141.094,BARO0,9.07,73768
141.104,BARO0,9.06,73781
141.114,BARO0,9.07,73798
141.124,BARO0,9.06,73769
141.134,BARO0,9.08,73778
141.144,BARO0,9.07,73775
141.154,BARO0,9.07,73791
141.164,BARO0,9.06,73797
141.174,BARO0,9.08,73798
141.184,BARO0,9.07,73803
141.194,BARO0,9.07,73802
141.204,BARO0,9.08,73813
141.214,BARO0,9.07,73795
141.224,BARO0,9.06,73811
141.234,BARO0,9.08,73810
141.244,BARO0,9.08,73809
141.254,BARO0,9.06,73817
141.264,BARO0,9.08,73818
141.274,BARO0,9.09,73841
141.284,BARO0,9.1,73833
141.294,BARO0,9.08,73808
141.304,BARO0,9.07,73800
141.314,BARO0,9.09,73816
141.324,BARO0,9.07,73818
141.334,BARO0,9.08,73824
141.344,BARO0,9.08,73837
141.354,BARO0,9.07,73831
141.364,BARO0,9.07,73858
141.374,BARO0,9.07,73855
141.384,BARO0,9.1,73837
141.394,BARO0,9.07,73821
141.404,BARO0,9.08,73855
141.414,BARO0,9.07,73828
141.424,BARO0,9.07,73821
141.434,BARO0,9.06,73831
141.444,BARO0,9.08,73822
141.454,BARO0,9.07,73821
141.464,BARO0,9.08,73829
141.474,BARO0,9.08,73820
141.484,BARO0,9.07,73834
141.494,BARO0,9.06,73811
141.504,BARO0,9.07,73827
141.514,BARO0,9.08,73819
141.524,BARO0,9.05,73825
141.534,BARO0,9.07,73829
141.544,BARO0,9.07,73832
141.554,BARO0,9.07,73848
141.564,BARO0,9.08,73836
141.574,BARO0,9.08,73831
141.584,BARO0,9.06,73845
141.594,BARO0,9.07,73842
141.604,BARO0,9.1,73843
141.614,BARO0,9.08,73840
141.624,BARO0,9.06,73839
141.634,BARO0,9.07,73834
141.644,BARO0,9.07,73839
141.654,BARO0,9.07,73852
141.664,BARO0,9.07,73861
141.674,BARO0,9.06,73836
141.684,BARO0,9.08,73845
141.694,BARO0,9.06,73864
141.704,BARO0,9.09,73897
141.714,BARO0,9.05,73896
141.724,BARO0,9.09,73902
141.734,BARO0,9.08,73938
141.744,BARO0,9.08,73924
141.754,BARO0,9.07,73952
141.764,BARO0,9.07,73944
141.774,BARO0,9.09,73952
141.784,BARO0,9.08,73937
141.794,BARO0,9.09,73966
141.804,BARO0,9.08,73949
141.814,BARO0,9.09,73945
141.824,BARO0,9.09,73992
141.834,BARO0,9.06,73956
141.844,BARO0,9.09,73949
141.854,BARO0,9.08,73971
141.864,BARO0,9.08,73948
141.874,BARO0,9.08,73970
141.884,BARO0,9.09,73964
141.894,BARO0,9.07,73993
141.904,BARO0,9.12,73964
141.914,BARO0,9.07,73960
141.924,BARO0,9.09,73990
141.934,BARO0,9.07,73966
141.944,BARO0,9.08,73969
141.954,BARO0,9.08,73974
141.964,BARO0,9.07,73986
141.974,BARO0,9.09,73994
141.984,BARO0,9.08,73989
141.994,BARO0,9.07,74002
142.004,BARO0,9.07,74011
142.014,BARO0,9.08,74013
142.024,BARO0,9.1,74019
142.034,BARO0,9.09,74013
142.044,BARO0,9.08,73996
142.054,BARO0,9.08,74020
142.064,BARO0,9.08,74027
142.074,BARO0,9.07,74040
142.084,BARO0,9.1,74021
142.094,BARO0,9.09,74029
142.104,BARO0,9.09,74040
142.114,BARO0,9.06,74024
142.124,BARO0,9.1,74032
142.134,BARO0,9.08,74024
142.144,BARO0,9.09,74024
142.154,BARO0,9.08,74032
142.164,BARO0,9.08,74023
142.174,BARO0,9.07,74058
142.184,BARO0,9.06,74061
142.194,BARO0,9.08,74053
142.204,BARO0,9.1,74047
142.214,BARO0,9.08,74069
142.224,BARO0,9.09,74051
142.234,BARO0,9.1,74082
142.244,BARO0,9.07,74047
142.254,BARO0,9.07,74053
142.264,BARO0,9.08,74078
142.274,BARO0,9.1,74074
142.284,BARO0,9.08,74097
142.294,BARO0,9.09,74082
142.304,BARO0,9.08,74081
142.314,BARO0,9.09,74082
142.324,BARO0,9.07,74116
142.334,BARO0,9.09,74084
142.344,BARO0,9.08,74100
142.354,BARO0,9.08,74105
142.364,BARO0,9.09,74122
142.374,BARO0,9.08,74082
142.384,BARO0,9.1,74095
142.394,BARO0,9.08,74098
142.404,BARO0,9.07,74095
142.414,BARO0,9.1,74099
142.424,BARO0,9.07,74092
142.434,BARO0,9.1,74103
142.444,BARO0,9.08,74100
142.454,BARO0,9.08,74104
142.464,BARO0,9.08,74099
142.474,BARO0,9.08,74097
142.484,BARO0,9.1,74090
142.494,BARO0,9.07,74116
142.504,BARO0,9.08,74112
142.514,BARO0,9.09,74100
142.524,BARO0,9.1,74106
142.534,BARO0,9.09,74140
142.544,BARO0,9.07,74120
142.554,BARO0,9.1,74129
142.564,BARO0,9.09,74120
142.574,BARO0,9.09,74159
142.584,BARO0,9.09,74145
142.594,BARO0,9.1,74145
142.604,BARO0,9.09,74157
142.614,BARO0,9.09,74140
142.624,BARO0,9.08,74157
142.634,BARO0,9.1,74160
142.644,BARO0,9.1,74164
142.654,BARO0,9.11,74161
142.664,BARO0,9.09,74172
142.674,BARO0,9.07,74168
142.684,BARO0,9.11,74197
142.694,BARO0,9.1,74183
142.704,BARO0,9.1,74197
142.714,BARO0,9.11,74196
142.724,BARO0,9.14,74214
142.734,BARO0,9.11,74192
142.744,BARO0,9.1,74193
142.754,BARO0,9.1,74213
142.764,BARO0,9.11,74195
142.774,BARO0,9.11,74204
142.784,BARO0,9.11,74213
142.794,BARO0,9.12,74246
142.804,BARO0,9.09,74201
142.814,BARO0,9.11,74199
142.824,BARO0,9.11,74206
142.834,BARO0,9.11,74215
142.844,BARO0,9.11,74209
142.854,BARO0,9.12,74227
142.864,BARO0,9.11,74233
142.874,BARO0,9.12,74247
142.884,BARO0,9.12,74236
142.894,BARO0,9.1,74232
142.904,BARO0,9.1,74245
142.914,BARO0,9.13,74223
142.924,BARO0,9.11,74230
142.934,BARO0,9.11,74238
142.944,BARO0,9.11,74252
142.954,BARO0,9.12,74252
142.964,BARO0,9.11,74266
142.974,BARO0,9.13,74247
142.984,BARO0,9.12,74256
142.994,BARO0,9.11,74265
143.004,BARO0,9.14,74253
143.014,BARO0,9.12,74240
143.024,BARO0,9.12,74262
143.034,BARO0,9.12,74261
143.044,BARO0,9.12,74281
143.054,BARO0,9.1,74260
143.064,BARO0,9.11,74279
143.074,BARO0,9.09,74256
143.084,BARO0,9.11,74292
143.094,BARO0,9.09,74248
143.104,BARO0,9.13,74258
143.114,BARO0,9.13,74243
143.124,BARO0,9.12,74258
143.134,BARO0,9.13,74248
143.144,BARO0,9.1,74256
143.154,BARO0,9.11,74266
143.164,BARO0,9.11,74270
143.174,BARO0,9.11,74282
143.184,BARO0,9.11,74252
143.194,BARO0,9.1,74255
143.204,BARO0,9.13,74274
143.214,BARO0,9.12,74252
143.224,BARO0,9.12,74267
143.234,BARO0,9.12,74280
143.244,BARO0,9.11,74263
143.254,BARO0,9.1,74281
143.264,BARO0,9.1,74263
143.274,BARO0,9.09,74259
143.284,BARO0,9.1,74284
143.294,BARO0,9.1,74304
143.304,BARO0,9.11,74284
143.314,BARO0,9.12,74293
143.324,BARO0,9.11,74285
143.334,BARO0,9.1,74303
143.344,BARO0,9.11,74299
143.354,BARO0,9.1,74301
143.364,BARO0,9.11,74293
143.374,BARO0,9.13,74299
143.384,BARO0,9.13,74310
143.394,BARO0,9.11,74310
143.404,BARO0,9.11,74320
143.414,BARO0,9.1,74306
143.424,BARO0,9.12,74295
143.434,BARO0,9.12,74313
143.444,BARO0,9.11,74335
143.454,BARO0,9.12,74320
143.464,BARO0,9.11,74328
143.474,BARO0,9.13,74337
143.484,BARO0,9.09,74369
143.494,BARO0,9.11,74341
143.504,BARO0,9.13,74356
143.514,BARO0,9.12,74332
143.524,BARO0,9.12,74341
143.534,BARO0,9.11,74348
143.544,BARO0,9.12,74336
143.554,BARO0,9.11,74348
143.564,BARO0,9.11,74340
143.574,BARO0,9.1,74326
143.584,BARO0,9.11,74347
143.594,BARO0,9.12,74360
143.604,BARO0,9.1,74339
143.614,BARO0,9.11,74348
143.624,BARO0,9.1,74340
143.634,BARO0,9.11,74338
143.644,BARO0,9.12,74357
143.654,BARO0,9.12,74352
143.664,BARO0,9.12,74346
143.674,BARO0,9.1,74331
143.684,BARO0,9.1,74355
143.694,BARO0,9.11,74334
143.704,BARO0,9.12,74372
143.714,BARO0,9.13,74351
143.724,BARO0,9.11,74361
143.734,BARO0,9.12,74375
143.744,BARO0,9.11,74358
143.754,BARO0,9.11,74371
143.764,BARO0,9.12,74368
143.774,BARO0,9.11,74366
143.784,BARO0,9.14,74390
143.794,BARO0,9.11,74365
143.804,BARO0,9.13,74398
143.814,BARO0,9.12,74377
143.824,BARO0,9.14,74414
143.834,BARO0,9.13,74414
143.844,BARO0,9.12,74400
143.854,BARO0,9.12,74416
143.864,BARO0,9.13,74400
143.874,BARO0,9.13,74400
143.884,BARO0,9.13,74390
143.894,BARO0,9.13,74409
143.904,BARO0,9.13,74387
143.914,BARO0,9.13,74413
143.924,BARO0,9.14,74442
143.934,BARO0,9.12,74399
143.944,BARO0,9.13,74424
143.954,BARO0,9.12,74422
143.964,BARO0,9.12,74427
143.974,BARO0,9.15,74445
143.984,BARO0,9.12,74453
143.994,BARO0,9.14,74430
144.004,BARO0,9.14,74446
144.014,BARO0,9.14,74469
144.024,BARO0,9.12,74461
144.034,BARO0,9.15,74474
144.044,BARO0,9.14,74474
144.054,BARO0,9.14,74485
144.064,BARO0,9.14,74482
144.074,BARO0,9.15,74490
144.084,BARO0,9.15,74496
144.094,BARO0,9.17,74490
144.104,BARO0,9.16,74524
144.114,BARO0,9.14,74514
144.124,BARO0,9.15,74523
144.134,BARO0,9.18,74502
144.144,BARO0,9.15,74529
144.154,BARO0,9.15,74534
144.164,BARO0,9.17,74531
144.174,BARO0,9.16,74535
144.184,BARO0,9.18,74534
144.194,BARO0,9.15,74523
144.204,BARO0,9.16,74540
144.214,BARO0,9.17,74572
144.224,BARO0,9.16,74535
144.234,BARO0,9.18,74536
144.244,BARO0,9.16,74558
144.254,BARO0,9.16,74561
144.264,BARO0,9.17,74573
144.274,BARO0,9.17,74574
144.284,BARO0,9.14,74554
144.294,BARO0,9.18,74589
144.304,BARO0,9.16,74571
144.314,BARO0,9.18,74587
144.324,BARO0,9.18,74559
144.334,BARO0,9.18,74578
144.344,BARO0,9.17,74595
144.354,BARO0,9.17,74591
144.364,BARO0,9.17,74582
144.374,BARO0,9.16,74566
144.384,BARO0,9.17,74603
144.394,BARO0,9.19,74614
144.404,BARO0,9.16,74574
144.414,BARO0,9.17,74596
144.424,BARO0,9.18,74588
144.434,BARO0,9.18,74592
144.444,BARO0,9.18,74601
144.454,BARO0,9.17,74612
144.464,BARO0,9.18,74609
144.474,BARO0,9.18,74604
144.484,BARO0,9.18,74628
144.494,BARO0,9.2,74626
144.504,BARO0,9.19,74619
144.514,BARO0,9.19,74627
144.524,BARO0,9.16,74657
144.534,BARO0,9.19,74630
144.544,BARO0,9.18,74623
144.554,BARO0,9.19,74623
144.564,BARO0,9.18,74630
144.574,BARO0,9.19,74640
144.584,BARO0,9.18,74652
144.594,BARO0,9.19,74645
144.604,BARO0,9.19,74631
144.614,BARO0,9.19,74627
144.624,BARO0,9.22,74648
144.634,BARO0,9.19,74632
144.644,BARO0,9.19,74641
144.654,BARO0,9.19,74673
144.664,BARO0,9.2,74653
144.674,BARO0,9.2,74665
144.684,BARO0,9.21,74658
144.694,BARO0,9.2,74667
144.704,BARO0,9.19,74665
144.714,BARO0,9.2,74670
144.724,BARO0,9.18,74661
144.734,BARO0,9.18,74674
144.744,BARO0,9.2,74684
144.754,BARO0,9.19,74673
144.764,BARO0,9.2,74680
144.774,BARO0,9.2,74693
144.784,BARO0,9.19,74677
144.794,BARO0,9.2,74678
144.804,BARO0,9.18,74687
144.814,BARO0,9.2,74682
144.824,BARO0,9.21,74718
144.834,BARO0,9.19,74710
144.844,BARO0,9.2,74704
144.854,BARO0,9.2,74716
144.864,BARO0,9.21,74713
144.874,BARO0,9.21,74693
144.884,BARO0,9.21,74716
144.894,BARO0,9.22,74736
144.904,BARO0,9.22,74727
144.914,BARO0,9.23,74722
144.924,BARO0,9.23,74726
144.934,BARO0,9.23,74730
144.944,BARO0,9.22,74750
144.954,BARO0,9.21,74723
144.964,BARO0,9.21,74751
144.974,BARO0,9.21,74757
144.984,BARO0,9.23,74750
144.994,BARO0,9.22,74744
145.004,BARO0,9.21,74753
145.014,BARO0,9.21,74759
145.024,BARO0,9.23,74729
145.034,BARO0,9.21,74758
145.044,BARO0,9.23,74773
145.054,BARO0,9.22,74762
145.064,BARO0,9.22,74759
145.074,BARO0,9.21,74768
145.084,BARO0,9.22,74775
145.094,BARO0,9.23,74792
145.104,BARO0,9.22,74773
145.114,BARO0,9.23,74765
145.124,BARO0,9.22,74768
145.134,BARO0,9.23,74781
145.144,BARO0,9.23,74805
145.154,BARO0,9.22,74778
145.164,BARO0,9.2,74781
145.174,BARO0,9.21,74792
145.184,BARO0,9.24,74794
145.194,BARO0,9.22,74791
145.204,BARO0,9.21,74791
145.214,BARO0,9.21,74770
145.224,BARO0,9.22,74780
145.234,BARO0,9.22,74780
145.244,BARO0,9.18,74790
145.254,BARO0,9.19,74781
145.264,BARO0,9.19,74792
145.274,BARO0,9.19,74774
145.284,BARO0,9.21,74803
145.294,BARO0,9.21,74767
145.304,BARO0,9.25,74830
145.314,BARO0,9.22,74816
145.324,BARO0,9.22,74788
145.334,BARO0,9.22,74809
145.344,BARO0,9.21,74818
145.354,BARO0,9.23,74818
145.364,BARO0,9.23,74793
145.374,BARO0,9.23,74811
145.384,BARO0,9.22,74792
145.394,BARO0,9.23,74810
145.404,BARO0,9.27,74820
145.414,BARO0,9.24,74801
145.424,BARO0,9.25,74809
145.434,BARO0,9.23,74805
145.444,BARO0,9.25,74802
145.454,BARO0,9.22,74805
145.464,BARO0,9.23,74801
145.474,BARO0,9.22,74802
145.484,BARO0,9.22,74792
145.494,BARO0,9.23,74784
145.504,BARO0,9.24,74801
145.514,BARO0,9.24,74807
145.524,BARO0,9.23,74802
145.534,BARO0,9.25,74798
145.544,BARO0,9.26,74818
145.554,BARO0,9.22,74794
145.564,BARO0,9.23,74809
145.574,BARO0,9.24,74815
145.584,BARO0,9.23,74822
145.594,BARO0,9.27,74814
145.604,BARO0,9.22,74837
145.614,BARO0,9.22,74810
145.624,BARO0,9.22,74819
145.634,BARO0,9.24,74865
145.644,BARO0,9.24,74842
145.654,BARO0,9.23,74847
145.664,BARO0,9.23,74846
145.674,BARO0,9.24,74879
145.684,BARO0,9.22,74875
145.694,BARO0,9.27,74885
145.704,BARO0,9.27,74887
145.714,BARO0,9.24,74886
145.724,BARO0,9.25,74887
145.734,BARO0,9.24,74882
145.744,BARO0,9.27,74892
145.754,BARO0,9.26,74905
