ts,id,T,P
31.734,BARO0,43.42,51452
31.744,BARO0,43.44,51481
31.754,BARO0,43.41,51450
31.764,BARO0,43.42,51470
31.774,BARO0,43.42,51464
31.784,BARO0,43.42,51452
31.794,BARO0,43.42,51466
31.804,BARO0,43.41,51442
31.814,BARO0,43.41,51453
31.824,BARO0,43.41,51464
31.834,BARO0,43.42,51483
31.844,BARO0,43.42,51467
31.854,BARO0,43.43,51449
31.864,BARO0,43.42,51459
31.874,BARO0,43.41,51439
31.884,BARO0,43.41,51459
31.894,BARO0,43.43,51448
31.904,BARO0,43.41,51435
31.914,BARO0,43.41,51439
31.924,BARO0,43.41,51458
31.934,BARO0,43.42,51436
31.944,BARO0,43.43,51456
31.954,BARO0,43.43,51431
31.964,BARO0,43.42,51445
31.974,BARO0,43.44,51433
31.984,BARO0,43.42,51449
31.994,BARO0,43.43,51429
32.004,BARO0,43.43,51451
32.014,BARO0,43.42,51433
32.024,BARO0,43.43,51442
32.034,BARO0,43.41,51439
32.044,BARO0,43.43,51441
32.054,BARO0,43.44,51423
32.064,BARO0,43.43,51427
32.074,BARO0,43.42,51426
32.084,BARO0,43.43,51423
32.094,BARO0,43.42,51419
32.104,BARO0,43.42,51423
32.114,BARO0,43.44,51422
32.124,BARO0,43.44,51428
32.134,BARO0,43.44,51419
32.144,BARO0,43.43,51445
32.154,BARO0,43.42,51436
32.164,BARO0,43.42,51435
32.174,BARO0,43.44,51423
32.184,BARO0,43.42,51416
32.194,BARO0,43.41,51421
32.204,BARO0,43.43,51428
32.214,BARO0,43.44,51412
32.224,BARO0,43.43,51426
32.234,BARO0,43.44,51404
32.244,BARO0,43.44,51388
32.254,BARO0,43.43,51414
32.264,BARO0,43.44,51403
32.274,BARO0,43.44,51419
32.284,BARO0,43.43,51406
32.294,BARO0,43.44,51410
32.304,BARO0,43.44,51414
32.314,BARO0,43.44,51421
32.324,BARO0,43.43,51405
32.334,BARO0,43.42,51408
32.344,BARO0,43.43,51404
32.354,BARO0,43.44,51393
32.364,BARO0,43.44,51413
32.374,BARO0,43.45,51401
32.384,BARO0,43.44,51392
32.394,BARO0,43.43,51419
32.404,BARO0,43.44,51411
32.414,BARO0,43.45,51386
32.424,BARO0,43.44,51390
32.434,BARO0,43.44,51402
32.444,BARO0,43.44,51407
32.454,BARO0,43.46,51387
32.464,BARO0,43.44,51387
32.474,BARO0,43.44,51380
32.484,BARO0,43.44,51394
32.494,BARO0,43.45,51397
32.504,BARO0,43.44,51402
32.514,BARO0,43.45,51400
32.524,BARO0,43.44,51393
32.534,BARO0,43.46,51369
32.544,BARO0,43.44,51385
32.554,BARO0,43.44,51363
32.564,BARO0,43.46,51380
32.574,BARO0,43.45,51391
32.584,BARO0,43.45,51389
32.594,BARO0,43.45,51394
32.604,BARO0,43.44,51392
32.614,BARO0,43.45,51389
32.624,BARO0,43.45,51414
32.634,BARO0,43.46,51389
32.644,BARO0,43.45,51370
32.654,BARO0,43.45,51389
32.664,BARO0,43.45,51412
32.674,BARO0,43.46,51385
32.684,BARO0,43.44,51387
32.694,BARO0,43.45,51380
32.704,BARO0,43.46,51398
32.714,BARO0,43.46,51370
32.724,BARO0,43.47,51391
32.734,BARO0,43.45,51375
32.744,BARO0,43.46,51366
32.754,BARO0,43.45,51393
32.764,BARO0,43.46,51390
32.774,BARO0,43.45,51382
32.784,BARO0,43.46,51371
32.794,BARO0,43.45,51385
32.804,BARO0,43.46,51378
32.814,BARO0,43.44,51381
32.824,BARO0,43.45,51363
32.834,BARO0,43.46,51392
32.844,BARO0,43.47,51379
32.854,BARO0,43.47,51383
32.864,BARO0,43.46,51384
32.874,BARO0,43.47,51364
32.884,BARO0,43.47,51377
32.894,BARO0,43.45,51374
32.904,BARO0,43.47,51369
32.914,BARO0,43.45,51380
32.924,BARO0,43.46,51398
32.934,BARO0,43.46,51373
32.944,BARO0,43.45,51386
32.954,BARO0,43.47,51378
32.964,BARO0,43.46,51375
32.974,BARO0,43.48,51368
32.984,BARO0,43.46,51387
32.994,BARO0,43.46,51370
33.004,BARO0,43.46,51370
33.014,BARO0,43.47,51367
33.024,BARO0,43.46,51387
33.034,BARO0,43.46,51363
33.044,BARO0,43.46,51369
33.054,BARO0,43.45,51367
33.064,BARO0,43.46,51373
33.074,BARO0,43.48,51376
33.084,BARO0,43.46,51370
33.094,BARO0,43.47,51357
33.104,BARO0,43.47,51374
33.114,BARO0,43.48,51383
33.124,BARO0,43.48,51378
33.134,BARO0,43.47,51380
33.144,BARO0,43.47,51381
33.154,BARO0,43.48,51381
33.164,BARO0,43.49,51380
33.174,BARO0,43.48,51370
33.184,BARO0,43.47,51356
33.194,BARO0,43.46,51367
33.204,BARO0,43.48,51365
33.214,BARO0,43.48,51377
33.224,BARO0,43.47,51381
33.234,BARO0,43.47,51353
33.244,BARO0,43.47,51362
33.254,BARO0,43.47,51381
33.264,BARO0,43.47,51387
33.274,BARO0,43.47,51370
33.284,BARO0,43.47,51375
33.294,BARO0,43.49,51384
33.304,BARO0,43.47,51375
33.314,BARO0,43.48,51385
33.324,BARO0,43.47,51356
33.334,BARO0,43.48,51382
33.344,BARO0,43.48,51375
33.354,BARO0,43.48,51387
33.364,BARO0,43.48,51376
33.374,BARO0,43.48,51375
33.384,BARO0,43.47,51365
33.394,BARO0,43.47,51381
33.404,BARO0,43.48,51387
33.414,BARO0,43.47,51360
33.424,BARO0,43.48,51368
33.434,BARO0,43.47,51356
33.444,BARO0,43.48,51385
33.454,BARO0,43.48,51367
33.464,BARO0,43.47,51378
33.474,BARO0,43.47,51361
33.484,BARO0,43.49,51370
33.494,BARO0,43.48,51363
33.504,BARO0,43.49,51355
33.514,BARO0,43.5,51376
33.524,BARO0,43.48,51377
33.534,BARO0,43.48,51386
33.544,BARO0,43.49,51364
33.554,BARO0,43.48,51383
33.564,BARO0,43.49,51370
33.574,BARO0,43.5,51368
33.584,BARO0,43.48,51366
33.594,BARO0,43.49,51373
33.604,BARO0,43.49,51360
33.614,BARO0,43.49,51392
33.624,BARO0,43.48,51354
33.634,BARO0,43.48,51373
33.644,BARO0,43.48,51350
33.654,BARO0,43.52,51355
33.664,BARO0,43.49,51373
33.674,BARO0,43.48,51370
33.684,BARO0,43.49,51372
33.694,BARO0,43.5,51355
33.704,BARO0,43.5,51362
33.714,BARO0,43.5,51371
33.724,BARO0,43.5,51359
33.734,BARO0,43.48,51366
33.744,BARO0,43.49,51360
33.754,BARO0,43.49,51374
33.764,BARO0,43.5,51369
33.774,BARO0,43.49,51360
33.784,BARO0,43.48,51367
33.794,BARO0,43.49,51368
33.804,BARO0,43.49,51387
33.814,BARO0,43.5,51368
33.824,BARO0,43.49,51383
33.834,BARO0,43.5,51370
33.844,BARO0,43.49,51363
33.854,BARO0,43.5,51371
33.864,BARO0,43.5,51355
33.874,BARO0,43.5,51367
33.884,BARO0,43.5,51380
33.894,BARO0,43.5,51370
33.904,BARO0,43.5,51343
33.914,BARO0,43.52,51382
33.924,BARO0,43.49,51368
33.934,BARO0,43.51,51373
33.944,BARO0,43.49,51372
33.954,BARO0,43.51,51385
33.964,BARO0,43.49,51346
33.974,BARO0,43.48,51379
33.984,BARO0,43.5,51373
33.994,BARO0,43.5,51368
34.004,BARO0,43.5,51382
34.014,BARO0,43.51,51362
34.024,BARO0,43.5,51389
34.034,BARO0,43.51,51394
34.044,BARO0,43.51,51379
34.054,BARO0,43.5,51369
34.064,BARO0,43.51,51362
34.074,BARO0,43.51,51366
34.084,BARO0,43.51,51376
34.094,BARO0,43.51,51370
34.104,BARO0,43.5,51373
34.114,BARO0,43.51,51380
34.124,BARO0,43.49,51370
34.134,BARO0,43.49,51374
34.144,BARO0,43.5,51390
34.154,BARO0,43.51,51375
34.164,BARO0,43.5,51374
34.174,BARO0,43.51,51375
34.184,BARO0,43.5,51366
34.194,BARO0,43.51,51380
34.204,BARO0,43.5,51368
34.214,BARO0,43.5,51345
34.224,BARO0,43.52,51368
34.234,BARO0,43.51,51362
34.244,BARO0,43.51,51373
34.254,BARO0,43.52,51380
34.264,BARO0,43.51,51376
34.274,BARO0,43.51,51377
34.284,BARO0,43.51,51376
34.294,BARO0,43.5,51377
34.304,BARO0,43.51,51403
34.314,BARO0,43.51,51378
34.324,BARO0,43.51,51387
34.334,BARO0,43.51,51377
34.344,BARO0,43.54,51368
34.354,BARO0,43.52,51360
34.364,BARO0,43.52,51376
34.374,BARO0,43.53,51367
34.384,BARO0,43.51,51386
34.394,BARO0,43.52,51376
34.404,BARO0,43.51,51378
34.414,BARO0,43.52,51383
34.424,BARO0,43.53,51377
34.434,BARO0,43.52,51381
34.444,BARO0,43.51,51374
34.454,BARO0,43.52,51381
34.464,BARO0,43.53,51372
34.474,BARO0,43.53,51395
34.484,BARO0,43.52,51378
34.494,BARO0,43.53,51391
34.504,BARO0,43.52,51395
34.514,BARO0,43.56,51382
34.524,BARO0,43.55,51391
34.534,BARO0,43.53,51398
34.544,BARO0,43.53,51399
34.554,BARO0,43.55,51394
34.564,BARO0,43.54,51408
34.574,BARO0,43.54,51384
34.584,BARO0,43.54,51377
34.594,BARO0,43.53,51395
34.604,BARO0,43.53,51361
34.614,BARO0,43.54,51376
34.624,BARO0,43.53,51380
34.634,BARO0,43.52,51350
34.644,BARO0,43.55,51397
34.654,BARO0,43.53,51385
34.664,BARO0,43.56,51395
34.674,BARO0,43.54,51408
34.684,BARO0,43.56,51408
34.694,BARO0,43.56,51391
34.704,BARO0,43.54,51386
34.714,BARO0,43.55,51392
34.724,BARO0,43.55,51414
34.734,BARO0,43.57,51418
34.744,BARO0,43.57,51390
34.754,BARO0,43.55,51404
34.764,BARO0,43.55,51379
34.774,BARO0,43.54,51400
34.784,BARO0,43.56,51410
34.794,BARO0,43.56,51402
34.804,BARO0,43.55,51409
34.814,BARO0,43.58,51414
34.824,BARO0,43.56,51407
34.834,BARO0,43.56,51408
34.844,BARO0,43.57,51421
34.854,BARO0,43.56,51411
34.864,BARO0,43.57,51411
34.874,BARO0,43.55,51424
34.884,BARO0,43.58,51425
34.894,BARO0,43.57,51418
34.904,BARO0,43.57,51420
34.914,BARO0,43.56,51435
34.924,BARO0,43.58,51434
34.934,BARO0,43.59,51420
34.944,BARO0,43.59,51429
34.954,BARO0,43.57,51409
34.964,BARO0,43.57,51405
34.974,BARO0,43.57,51430
34.984,BARO0,43.58,51415
34.994,BARO0,43.58,51424
35.004,BARO0,43.57,51418
35.014,BARO0,43.59,51429
35.024,BARO0,43.58,51434
35.034,BARO0,43.59,51425
35.044,BARO0,43.6,51432
35.054,BARO0,43.59,51441
35.064,BARO0,43.6,51439
35.074,BARO0,43.6,51433
35.084,BARO0,43.59,51444
35.094,BARO0,43.6,51444
35.104,BARO0,43.59,51505
35.114,BARO0,43.58,51492
35.124,BARO0,43.6,51542
35.134,BARO0,43.61,51502
35.144,BARO0,43.61,51552
35.154,BARO0,43.58,51530
35.164,BARO0,43.59,51486
35.174,BARO0,43.59,51482
35.184,BARO0,43.59,51462
35.194,BARO0,43.59,51474
35.204,BARO0,43.59,51438
35.214,BARO0,43.6,51455
35.224,BARO0,43.59,51451
35.234,BARO0,43.6,51465
35.244,BARO0,43.6,51451
35.254,BARO0,43.6,51468
35.264,BARO0,43.6,51474
35.274,BARO0,43.59,51509
35.284,BARO0,43.59,51523
35.294,BARO0,43.58,51522
35.304,BARO0,43.58,51543
35.314,BARO0,43.6,51546
35.324,BARO0,43.58,51547
35.334,BARO0,43.58,51537
35.344,BARO0,43.57,51519
35.354,BARO0,43.58,51532
35.364,BARO0,43.58,51548
35.374,BARO0,43.57,51545
35.384,BARO0,43.56,51533
35.394,BARO0,43.57,51529
35.404,BARO0,43.56,51541
35.414,BARO0,43.55,51508
35.424,BARO0,43.55,51568
35.434,BARO0,43.55,51554
35.444,BARO0,43.54,51576
35.454,BARO0,43.54,51551
35.464,BARO0,43.53,51504
35.474,BARO0,43.53,51528
35.484,BARO0,43.51,51562
35.494,BARO0,43.51,51595
35.504,BARO0,43.52,51581
35.514,BARO0,43.5,51560
35.524,BARO0,43.5,51583
35.534,BARO0,43.5,51592
35.544,BARO0,43.49,51595
35.554,BARO0,43.47,51585
35.564,BARO0,43.47,51561
35.574,BARO0,43.46,51586
35.584,BARO0,43.45,51575
35.594,BARO0,43.46,51569
35.604,BARO0,43.44,51560
35.614,BARO0,43.47,51577
35.624,BARO0,43.44,51581
35.634,BARO0,43.42,51589
35.644,BARO0,43.43,51578
35.654,BARO0,43.42,51572
35.664,BARO0,43.39,51595
35.674,BARO0,43.4,51611
35.684,BARO0,43.37,51592
35.694,BARO0,43.38,51589
35.704,BARO0,43.36,51584
35.714,BARO0,43.35,51574
35.724,BARO0,43.36,51575
35.734,BARO0,43.36,51591
35.744,BARO0,43.35,51592
35.754,BARO0,43.33,51581
35.764,BARO0,43.34,51612
35.774,BARO0,43.34,51600
35.784,BARO0,43.32,51620
35.794,BARO0,43.3,51590
35.804,BARO0,43.3,51620
35.814,BARO0,43.3,51600
35.824,BARO0,43.29,51634
35.834,BARO0,43.28,51611
35.844,BARO0,43.26,51618
35.854,BARO0,43.25,51605
35.864,BARO0,43.26,51606
35.874,BARO0,43.24,51654
35.884,BARO0,43.23,51632
35.894,BARO0,43.22,51629
35.904,BARO0,43.22,51652
35.914,BARO0,43.2,51632
35.924,BARO0,43.22,51636
35.934,BARO0,43.18,51625
35.944,BARO0,43.18,51650
35.954,BARO0,43.17,51661
35.964,BARO0,43.17,51632
35.974,BARO0,43.14,51653
35.984,BARO0,43.13,51634
35.994,BARO0,43.13,51638
36.004,BARO0,43.13,51604
36.014,BARO0,43.12,51647
36.024,BARO0,43.13,51650
36.034,BARO0,43.1,51673
36.044,BARO0,43.09,51669
36.054,BARO0,43.1,51625
36.064,BARO0,43.08,51692
36.074,BARO0,43.07,51671
36.084,BARO0,43.06,51691
36.094,BARO0,43.04,51655
36.104,BARO0,43.03,51698
36.114,BARO0,43.03,51714
36.124,BARO0,43.02,51687
36.134,BARO0,43.01,51666
36.144,BARO0,42.99,51711
36.154,BARO0,43,51671
36.164,BARO0,42.99,51689
36.174,BARO0,42.97,51725
36.184,BARO0,42.95,51678
36.194,BARO0,42.95,51709
36.204,BARO0,42.93,51723
36.214,BARO0,42.92,51722
36.224,BARO0,42.93,51742
36.234,BARO0,42.91,51713
36.244,BARO0,42.9,51717
36.254,BARO0,42.9,51735
36.264,BARO0,42.88,51735
36.274,BARO0,42.88,51737
36.284,BARO0,42.86,51748
36.294,BARO0,42.85,51739
36.304,BARO0,42.83,51739
36.314,BARO0,42.83,51754
36.324,BARO0,42.83,51771
36.334,BARO0,42.83,51750
36.344,BARO0,42.81,51762
36.354,BARO0,42.8,51749
36.364,BARO0,42.79,51762
36.374,BARO0,42.76,51762
36.384,BARO0,42.77,51766
36.394,BARO0,42.75,51765
36.404,BARO0,42.76,51777
36.414,BARO0,42.73,51774
36.424,BARO0,42.74,51763
36.434,BARO0,42.71,51774
36.444,BARO0,42.72,51768
36.454,BARO0,42.72,51787
36.464,BARO0,42.69,51789
36.474,BARO0,42.67,51789
36.484,BARO0,42.67,51808
36.494,BARO0,42.66,51803
36.504,BARO0,42.65,51821
36.514,BARO0,42.65,51823
36.524,BARO0,42.64,51826
36.534,BARO0,42.62,51825
36.544,BARO0,42.61,51830
36.554,BARO0,42.59,51826
36.564,BARO0,42.59,51804
36.574,BARO0,42.6,51821
36.584,BARO0,42.55,51809
36.594,BARO0,42.56,51829
36.604,BARO0,42.54,51828
36.614,BARO0,42.53,51848
36.624,BARO0,42.55,51835
36.634,BARO0,42.53,51816
36.644,BARO0,42.52,51753
36.654,BARO0,42.5,51667
36.664,BARO0,42.49,51618
36.674,BARO0,42.46,51645
36.684,BARO0,42.46,51646
36.694,BARO0,42.44,51628
36.704,BARO0,42.42,51622
36.714,BARO0,42.43,51628
36.724,BARO0,42.37,51619
36.734,BARO0,42.39,51561
36.744,BARO0,42.37,51649
36.754,BARO0,42.36,51641
36.764,BARO0,42.36,51631
36.774,BARO0,42.32,51634
36.784,BARO0,42.32,51642
36.794,BARO0,42.3,51622
36.804,BARO0,42.29,51706
36.814,BARO0,42.28,51715
36.824,BARO0,42.28,51697
36.834,BARO0,42.27,51736
36.844,BARO0,42.25,51716
36.854,BARO0,42.24,51790
36.864,BARO0,42.26,51814
36.874,BARO0,42.22,51761
36.884,BARO0,42.22,51795
36.894,BARO0,42.21,51802
36.904,BARO0,42.19,51795
36.914,BARO0,42.19,51802
36.924,BARO0,42.19,51789
36.934,BARO0,42.18,51822
36.944,BARO0,42.18,51778
36.954,BARO0,42.15,51781
36.964,BARO0,42.16,51805
36.974,BARO0,42.14,51849
36.984,BARO0,42.13,51873
36.994,BARO0,42.12,51797
37.004,BARO0,42.12,51797
37.014,BARO0,42.1,51917
37.024,BARO0,42.09,51912
37.034,BARO0,42.07,51909
37.044,BARO0,42.08,51894
37.054,BARO0,42.07,51917
37.064,BARO0,42.05,51896
37.074,BARO0,42.03,51903
37.084,BARO0,42.04,51934
37.094,BARO0,42.03,51937
37.104,BARO0,42.02,51903
37.114,BARO0,42.01,51927
37.124,BARO0,41.98,51918
37.134,BARO0,41.98,51958
37.144,BARO0,41.99,52001
37.154,BARO0,41.97,51972
37.164,BARO0,41.95,51971
37.174,BARO0,41.93,51953
37.184,BARO0,41.93,51935
37.194,BARO0,41.9,51971
37.204,BARO0,41.9,51962
37.214,BARO0,41.89,51970
37.224,BARO0,41.87,51984
37.234,BARO0,41.87,51979
37.244,BARO0,41.86,51962
37.254,BARO0,41.85,51965
37.264,BARO0,41.84,51971
37.274,BARO0,41.83,51964
37.284,BARO0,41.81,51978
37.294,BARO0,41.78,51986
37.304,BARO0,41.78,51990
37.314,BARO0,41.76,52002
37.324,BARO0,41.75,52016
37.334,BARO0,41.72,52027
37.344,BARO0,41.71,52043
37.354,BARO0,41.7,52018
37.364,BARO0,41.69,51992
37.374,BARO0,41.68,51991
37.384,BARO0,41.66,52003
37.394,BARO0,41.66,52032
37.404,BARO0,41.64,52073
37.414,BARO0,41.63,52046
37.424,BARO0,41.6,52071
37.434,BARO0,41.59,52046
37.444,BARO0,41.59,52069
37.454,BARO0,41.59,52060
37.464,BARO0,41.56,52083
37.474,BARO0,41.55,52055
37.484,BARO0,41.53,52071
37.494,BARO0,41.51,52080
37.504,BARO0,41.5,52083
37.514,BARO0,41.49,52066
37.524,BARO0,41.48,52089
37.534,BARO0,41.47,52082
37.544,BARO0,41.45,52082
37.554,BARO0,41.44,52102
37.564,BARO0,41.42,52095
37.574,BARO0,41.4,52110
37.584,BARO0,41.38,52126
37.594,BARO0,41.36,52116
37.604,BARO0,41.37,52105
37.614,BARO0,41.35,52109
37.624,BARO0,41.3,52071
37.634,BARO0,41.31,52119
37.644,BARO0,41.3,52100
37.654,BARO0,41.31,52094
37.664,BARO0,41.26,52103
37.674,BARO0,41.24,52082
37.684,BARO0,41.23,52078
37.694,BARO0,41.21,52043
37.704,BARO0,41.19,52050
37.714,BARO0,41.18,52047
37.724,BARO0,41.16,51966
37.734,BARO0,41.15,52012
37.744,BARO0,41.15,51967
37.754,BARO0,41.12,51860
37.764,BARO0,41.12,51876
37.774,BARO0,41.09,51882
37.784,BARO0,41.08,51919
37.794,BARO0,41.04,51954
37.804,BARO0,41.05,51978
37.814,BARO0,41.03,51980
37.824,BARO0,41.01,51957
37.834,BARO0,41,51951
37.844,BARO0,40.99,51907
37.854,BARO0,40.96,51902
37.864,BARO0,40.95,51965
37.874,BARO0,40.94,51919
37.884,BARO0,40.92,51925
37.894,BARO0,40.92,51946
37.904,BARO0,40.91,51903
37.914,BARO0,40.88,51893
37.924,BARO0,40.87,51890
37.934,BARO0,40.88,51929
37.944,BARO0,40.84,51861
37.954,BARO0,40.83,51893
37.964,BARO0,40.81,51890
37.974,BARO0,40.78,51898
37.984,BARO0,40.78,51945
37.994,BARO0,40.78,52004
38.004,BARO0,40.78,52054
38.014,BARO0,40.73,52058
38.024,BARO0,40.72,52043
38.034,BARO0,40.72,51977
38.044,BARO0,40.68,51993
38.054,BARO0,40.65,52062
38.064,BARO0,40.65,52056
38.074,BARO0,40.64,51979
38.084,BARO0,40.63,51995
38.094,BARO0,40.6,51946
38.104,BARO0,40.59,51963
38.114,BARO0,40.55,51953
38.124,BARO0,40.55,52018
38.134,BARO0,40.53,52003
38.144,BARO0,40.5,51957
38.154,BARO0,40.47,51987
38.164,BARO0,40.47,52030
38.174,BARO0,40.44,52020
38.184,BARO0,40.44,52004
38.194,BARO0,40.4,51952
38.204,BARO0,40.38,51984
38.214,BARO0,40.38,51990
38.224,BARO0,40.35,52030
38.234,BARO0,40.33,51968
38.244,BARO0,40.33,51973
38.254,BARO0,40.3,51962
38.264,BARO0,40.27,51950
38.274,BARO0,40.25,51917
38.284,BARO0,40.25,51900
38.294,BARO0,40.22,51908
38.304,BARO0,40.21,51950
38.314,BARO0,40.21,51933
38.324,BARO0,40.19,51974
38.334,BARO0,40.19,51985
38.344,BARO0,40.15,51956
38.354,BARO0,40.17,51941
38.364,BARO0,40.13,51967
38.374,BARO0,40.09,51956
38.384,BARO0,40.1,51967
38.394,BARO0,40.07,51962
38.404,BARO0,40.07,51947
38.414,BARO0,40.04,51915
38.424,BARO0,40.05,51887
38.434,BARO0,39.99,51965
38.444,BARO0,39.97,51966
38.454,BARO0,39.97,51892
38.464,BARO0,39.98,51933
38.474,BARO0,39.95,51909
38.484,BARO0,39.94,51890
38.494,BARO0,39.93,51903
38.504,BARO0,39.92,51922
38.514,BARO0,39.89,51855
38.524,BARO0,39.88,51881
38.534,BARO0,39.86,51882
38.544,BARO0,39.86,51902
38.554,BARO0,39.85,52016
38.564,BARO0,39.83,52085
38.574,BARO0,39.83,52096
38.584,BARO0,39.79,52112
38.594,BARO0,39.75,52058
38.604,BARO0,39.73,52013
38.614,BARO0,39.7,51970
38.624,BARO0,39.69,51928
38.634,BARO0,39.68,51848
38.644,BARO0,39.65,51844
38.654,BARO0,39.63,51843
38.664,BARO0,39.6,51877
38.674,BARO0,39.61,51851
38.684,BARO0,39.57,51844
38.694,BARO0,39.56,51855
38.704,BARO0,39.54,51858
38.714,BARO0,39.53,51892
38.724,BARO0,39.52,51925
38.734,BARO0,39.51,51964
38.744,BARO0,39.47,52014
38.754,BARO0,39.45,52072
38.764,BARO0,39.46,52098
38.774,BARO0,39.42,52125
38.784,BARO0,39.4,52144
38.794,BARO0,39.37,52147
38.804,BARO0,39.35,52096
38.814,BARO0,39.34,52109
38.824,BARO0,39.31,52060
38.834,BARO0,39.3,52050
38.844,BARO0,39.28,52001
38.854,BARO0,39.25,52006
38.864,BARO0,39.24,51999
38.874,BARO0,39.21,51997
38.884,BARO0,39.2,52042
38.894,BARO0,39.17,52038
38.904,BARO0,39.15,52045
38.914,BARO0,39.14,52026
38.924,BARO0,39.12,52089
38.934,BARO0,39.12,52102
38.944,BARO0,39.1,52109
38.954,BARO0,39.09,52103
38.964,BARO0,39.05,52134
38.974,BARO0,39.05,52131
38.984,BARO0,39.02,52037
38.994,BARO0,39,52096
39.004,BARO0,38.98,52105
39.014,BARO0,38.97,52083
39.024,BARO0,38.94,52122
39.034,BARO0,38.93,52117
39.044,BARO0,38.93,52125
39.054,BARO0,38.92,52150
39.064,BARO0,38.9,52103
39.074,BARO0,38.88,52125
39.084,BARO0,38.86,52138
39.094,BARO0,38.84,52113
39.104,BARO0,38.85,52133
39.114,BARO0,38.82,52144
39.124,BARO0,38.81,52132
39.134,BARO0,38.79,52129
39.144,BARO0,38.78,52135
39.154,BARO0,38.76,52129
39.164,BARO0,38.75,52127
39.174,BARO0,38.74,52132
39.184,BARO0,38.72,52148
39.194,BARO0,38.72,52146
39.204,BARO0,38.7,52135
39.214,BARO0,38.69,52134
39.224,BARO0,38.69,52142
39.234,BARO0,38.67,52113
39.244,BARO0,38.66,52114
39.254,BARO0,38.66,52099
39.264,BARO0,38.63,52066
39.274,BARO0,38.62,52063
39.284,BARO0,38.6,52094
39.294,BARO0,38.58,52082
39.304,BARO0,38.57,52061
39.314,BARO0,38.56,52079
39.324,BARO0,38.56,52083
39.334,BARO0,38.54,52051
39.344,BARO0,38.51,52067
39.354,BARO0,38.53,52092
39.364,BARO0,38.51,52121
39.374,BARO0,38.49,52137
39.384,BARO0,38.49,52148
39.394,BARO0,38.47,52187
39.404,BARO0,38.48,52200
39.414,BARO0,38.45,52252
39.424,BARO0,38.43,52250
39.434,BARO0,38.41,52285
39.444,BARO0,38.4,52268
39.454,BARO0,38.38,52274
39.464,BARO0,38.37,52260
39.474,BARO0,38.34,52266
39.484,BARO0,38.35,52277
39.494,BARO0,38.32,52252
39.504,BARO0,38.3,52240
39.514,BARO0,38.31,52250
39.524,BARO0,38.27,52229
39.534,BARO0,38.25,52262
39.544,BARO0,38.24,52269
39.554,BARO0,38.22,52257
39.564,BARO0,38.19,52249
39.574,BARO0,38.18,52259
39.584,BARO0,38.15,52256
39.594,BARO0,38.12,52286
39.604,BARO0,38.12,52279
39.614,BARO0,38.1,52288
39.624,BARO0,38.02,52295
39.634,BARO0,38.01,52274
39.644,BARO0,38,52274
39.654,BARO0,37.97,52267
39.664,BARO0,37.94,52252
39.674,BARO0,37.91,52233
39.684,BARO0,37.87,52233
39.694,BARO0,37.85,52206
39.704,BARO0,37.83,52214
39.714,BARO0,37.81,52191
39.724,BARO0,37.79,52166
39.734,BARO0,37.76,52197
39.744,BARO0,37.72,52203
39.754,BARO0,37.71,52195
39.764,BARO0,37.68,52169
39.774,BARO0,37.65,52158
39.784,BARO0,37.63,52191
39.794,BARO0,37.6,52154
39.804,BARO0,37.6,52216
39.814,BARO0,37.57,52227
39.824,BARO0,37.56,52175
39.834,BARO0,37.51,52204
39.844,BARO0,37.49,52193
39.854,BARO0,37.48,52218
39.864,BARO0,37.45,52203
39.874,BARO0,37.41,52233
39.884,BARO0,37.39,52204
39.894,BARO0,37.38,52202
39.904,BARO0,37.36,52215
39.914,BARO0,37.33,52234
39.924,BARO0,37.33,52241
39.934,BARO0,37.31,52242
39.944,BARO0,37.28,52247
39.954,BARO0,37.27,52255
39.964,BARO0,37.27,52271
39.974,BARO0,37.25,52262
39.984,BARO0,37.23,52279
39.994,BARO0,37.21,52292
40.004,BARO0,37.18,52291
40.014,BARO0,37.18,52294
40.024,BARO0,37.18,52293
40.034,BARO0,37.13,52256
40.044,BARO0,37.12,52296
40.054,BARO0,37.12,52270
40.064,BARO0,37.1,52296
40.074,BARO0,37.07,52295
40.084,BARO0,37.07,52282
40.094,BARO0,37.05,52281
40.104,BARO0,37.03,52292
40.114,BARO0,37.02,52303
40.124,BARO0,37.01,52291
40.134,BARO0,37,52306
40.144,BARO0,36.98,52279
40.154,BARO0,36.96,52306
40.164,BARO0,36.95,52309
40.174,BARO0,36.94,52290
40.184,BARO0,36.93,52291
40.194,BARO0,36.9,52280
40.204,BARO0,36.88,52292
40.214,BARO0,36.9,52283
40.224,BARO0,36.87,52257
40.234,BARO0,36.84,52280
40.244,BARO0,36.85,52247
40.254,BARO0,36.82,52281
40.264,BARO0,36.82,52295
40.274,BARO0,36.8,52273
40.284,BARO0,36.78,52288
40.294,BARO0,36.76,52323
40.304,BARO0,36.76,52342
40.314,BARO0,36.75,52378
40.324,BARO0,36.72,52404
40.334,BARO0,36.72,52395
40.344,BARO0,36.72,52386
40.354,BARO0,36.7,52386
40.364,BARO0,36.68,52376
40.374,BARO0,36.65,52363
40.384,BARO0,36.64,52352
40.394,BARO0,36.62,52376
40.404,BARO0,36.61,52373
40.414,BARO0,36.6,52368
40.424,BARO0,36.57,52337
40.434,BARO0,36.57,52393
40.444,BARO0,36.53,52378
40.454,BARO0,36.52,52394
40.464,BARO0,36.51,52419
40.474,BARO0,36.48,52388
