UTCTIME,UNIXTIME,ALT,LAT,LON,#SATS,FIX,HORZV,VERTV,HEAD,FLAGS,>40,>32,>24,RSSI,BATT
Jun 23 2023 15:45:30.000 UTC,1687556730.000,15633,32.93031800,-106.91284980,15,3,104,10,-179,0x01,0,5,13,146,3.298
Jun 23 2023 15:45:30.199 UTC,1687556730.199,15635,32.93026280,-106.91285060,14,3,95,2,-179,0x01,0,3,11,146,3.298
Jun 23 2023 15:45:30.299 UTC,1687556730.299,15636,32.93023770,-106.91285130,15,3,85,-3,-177,0x01,1,5,13,146,3.298
Jun 23 2023 15:45:30.399 UTC,1687556730.399,15636,32.93021460,-106.91285210,14,3,79,-5,-177,0x01,1,8,14,146,3.298
Jun 23 2023 15:45:30.499 UTC,1687556730.499,15636,32.93019280,-106.91285220,14,3,74,-9,179,0x01,1,8,13,146,3.298
Jun 23 2023 15:45:30.599 UTC,1687556730.599,15637,32.93017230,-106.91285070,14,3,73,-10,174,0x01,1,8,13,146,3.298
Jun 23 2023 15:45:30.699 UTC,1687556730.699,15636,32.93015230,-106.91284690,14,3,75,-11,171,0x01,1,7,14,146,3.292
Jun 23 2023 15:45:30.799 UTC,1687556730.799,15635,32.93013140,-106.91284300,15,3,79,-13,171,0x01,1,3,13,146,3.292
Jun 23 2023 15:45:30.899 UTC,1687556730.899,15634,32.93011120,-106.91283910,15,3,71,-15,170,0x01,0,1,13,146,3.292
Jun 23 2023 15:45:31.099 UTC,1687556731.099,15631,32.93007920,-106.91283310,14,3,50,-18,171,0x01,0,3,12,146,3.292
Jun 23 2023 15:45:31.199 UTC,1687556731.199,15629,32.93006730,-106.91283040,14,3,42,-19,167,0x01,1,4,11,146,3.292
Jun 23 2023 15:45:31.299 UTC,1687556731.299,15627,32.93005670,-106.91282630,13,3,40,-21,158,0x01,2,5,11,146,3.292
Jun 23 2023 15:45:31.399 UTC,1687556731.399,15625,32.93004660,-106.91282010,14,3,41,-26,149,0x01,0,5,11,146,3.292
Jun 23 2023 15:45:31.499 UTC,1687556731.499,15622,32.93003730,-106.91281320,13,3,38,-29,145,0x01,0,3,11,146,3.292
Jun 23 2023 15:45:31.599 UTC,1687556731.599,15619,32.93002950,-106.91280650,13,3,33,-31,142,0x01,0,3,11,146,3.292
Jun 23 2023 15:45:31.699 UTC,1687556731.699,15616,32.93002290,-106.91280020,13,3,28,-34,139,0x01,0,3,11,146,3.292
Jun 23 2023 15:45:31.799 UTC,1687556731.799,15613,32.93001710,-106.91279420,13,3,26,-36,134,0x01,0,6,12,146,3.292
Jun 23 2023 15:45:31.899 UTC,1687556731.899,15610,32.93001210,-106.91278810,13,3,24,-39,128,0x01,2,7,12,146,3.292
Jun 23 2023 15:45:32.000 UTC,1687556732.000,15607,32.93000790,-106.91278180,13,3,23,-42,123,0x01,2,9,13,146,3.292
Jun 23 2023 15:45:32.199 UTC,1687556732.199,15600,32.93000230,-106.91276810,14,3,24,-44,110,0x01,2,10,14,146,3.292
Jun 23 2023 15:45:32.299 UTC,1687556732.299,15596,32.93000020,-106.91275960,15,3,25,-47,105,0x01,2,9,14,146,3.292
Jun 23 2023 15:45:33.000 UTC,1687556733.000,15567,32.92999510,-106.91269420,15,3,26,-58,76,0x01,0,11,14,146,3.308
Jun 23 2023 15:45:34.000 UTC,1687556734.000,15511,32.93002980,-106.91258920,15,3,37,-70,56,0x01,0,10,14,146,3.308
Jun 23 2023 15:45:35.000 UTC,1687556735.000,15440,32.93009930,-106.91247690,14,3,47,-78,49,0x01,0,4,12,146,3.291
Jun 23 2023 15:45:36.000 UTC,1687556736.000,15362,32.93019690,-106.91235600,15,3,54,-82,44,0x01,0,8,12,146,3.291
Jun 23 2023 15:45:37.000 UTC,1687556737.000,15281,32.93031330,-106.91222760,15,3,60,-84,42,0x01,0,9,12,146,3.306
Jun 23 2023 15:45:38.000 UTC,1687556738.000,15199,32.93044130,-106.91209190,15,3,62,-87,41,0x01,0,8,13,146,3.306
Jun 23 2023 15:45:39.000 UTC,1687556739.000,15113,32.93057700,-106.91194880,15,3,66,-89,40,0x01,0,9,12,146,3.291
Jun 23 2023 15:45:40.000 UTC,1687556740.000,15028,32.93072000,-106.91180850,15,3,68,-88,39,0x01,1,9,13,146,3.291
Jun 23 2023 15:45:41.000 UTC,1687556741.000,14940,32.93086820,-106.91166850,15,3,69,-90,39,0x01,0,7,13,146,3.295
Jun 23 2023 15:45:42.000 UTC,1687556742.000,14852,32.93102030,-106.91152510,14,3,71,-88,39,0x01,0,3,13,146,3.295
Jun 23 2023 15:45:44.000 UTC,1687556744.000,14675,32.93133120,-106.91122670,15,3,72,-93,38,0x01,1,8,11,146,3.289
Jun 23 2023 15:45:45.000 UTC,1687556745.000,14583,32.93148800,-106.91107730,15,3,72,-92,38,0x01,0,7,13,146,3.301
Jun 23 2023 15:45:46.000 UTC,1687556746.000,14493,32.93164100,-106.91092920,15,3,70,-89,39,0x01,1,7,12,146,3.301
Jun 23 2023 15:45:47.000 UTC,1687556747.000,14405,32.93179210,-106.91078230,15,3,69,-88,39,0x01,0,6,12,146,3.290
Jun 23 2023 15:45:48.000 UTC,1687556748.000,14318,32.93194090,-106.91063600,15,3,69,-88,40,0x01,0,6,12,146,3.290
Jun 23 2023 15:45:49.000 UTC,1687556749.000,14229,32.93208800,-106.91049040,15,3,68,-89,40,0x01,2,7,10,146,3.304
Jun 23 2023 15:45:50.000 UTC,1687556750.000,14139,32.93223490,-106.91034400,15,3,70,-91,40,0x01,0,6,14,146,3.304
Jun 23 2023 15:45:51.000 UTC,1687556751.000,14049,32.93238140,-106.91019460,15,3,71,-90,40,0x03,0,6,13,146,3.289
Jun 23 2023 15:45:52.000 UTC,1687556752.000,13960,32.93252530,-106.91004450,15,3,69,-90,41,0x03,2,8,14,146,3.289
Jun 23 2023 15:45:54.000 UTC,1687556754.000,13786,32.93280350,-106.90973470,15,3,69,-87,43,0x03,0,8,13,146,3.301
Jun 23 2023 15:45:55.000 UTC,1687556755.000,13698,32.93293900,-106.90958190,15,3,66,-90,43,0x03,0,5,11,146,3.289
Jun 23 2023 15:45:56.000 UTC,1687556756.000,13609,32.93307160,-106.90943000,15,3,66,-88,44,0x03,0,7,10,146,3.289
Jun 23 2023 15:45:57.000 UTC,1687556757.000,13520,32.93320200,-106.90928200,15,3,65,-89,43,0x03,0,5,14,146,3.301
Jun 23 2023 15:45:58.000 UTC,1687556758.000,13432,32.93333630,-106.90913440,15,3,66,-88,43,0x03,1,7,12,146,3.301
Jun 23 2023 15:45:59.000 UTC,1687556759.000,13343,32.93347300,-106.90898550,15,3,67,-90,42,0x03,2,9,13,146,3.286
Jun 23 2023 15:46:00.000 UTC,1687556760.000,13251,32.93361070,-106.90883550,15,3,67,-92,43,0x03,1,8,13,146,3.286
Jun 23 2023 15:46:01.000 UTC,1687556761.000,13162,32.93374520,-106.90868190,14,3,67,-89,43,0x03,1,7,13,146,3.290
Jun 23 2023 15:46:02.000 UTC,1687556762.000,13073,32.93387740,-106.90852700,14,3,66,-88,43,0x03,1,9,12,146,3.290
Jun 23 2023 15:46:03.000 UTC,1687556763.000,12986,32.93400820,-106.90837500,14,3,66,-90,44,0x03,0,10,13,146,3.287
Jun 23 2023 15:46:06.000 UTC,1687556766.000,12717,32.93439490,-106.90791000,15,3,66,-87,47,0x01,0,7,13,146,3.301
Jun 23 2023 15:46:07.000 UTC,1687556767.000,12629,32.93451880,-106.90775070,15,3,67,-87,46,0x01,2,8,13,146,3.286
Jun 23 2023 15:46:08.000 UTC,1687556768.000,12542,32.93464190,-106.90759410,15,3,66,-85,46,0x01,0,10,13,146,3.286
Jun 23 2023 15:46:09.000 UTC,1687556769.000,12456,32.93476620,-106.90743540,15,3,66,-86,47,0x01,0,7,12,146,3.301
Jun 23 2023 15:46:10.000 UTC,1687556770.000,12368,32.93489000,-106.90727780,15,3,66,-89,47,0x01,1,7,14,146,3.301
Jun 23 2023 15:46:11.000 UTC,1687556771.000,12279,32.93501400,-106.90711670,15,3,67,-89,47,0x01,0,10,13,146,3.286
Jun 23 2023 15:46:12.000 UTC,1687556772.000,12188,32.93513260,-106.90695720,15,3,64,-91,48,0x01,0,8,14,146,3.286
Jun 23 2023 15:46:13.000 UTC,1687556773.000,12098,32.93525290,-106.90680310,15,3,63,-88,47,0x01,0,10,13,146,3.301
Jun 23 2023 15:46:14.000 UTC,1687556774.000,12009,32.93537070,-106.90664950,15,3,62,-88,47,0x01,0,6,13,146,3.301
Jun 23 2023 15:46:15.000 UTC,1687556775.000,11921,32.93548880,-106.90649370,15,3,64,-88,49,0x01,0,7,14,146,3.288
Jun 23 2023 15:46:18.000 UTC,1687556778.000,11663,32.93583120,-106.90601950,16,3,65,-87,49,0x01,0,9,13,146,3.297
Jun 23 2023 15:46:19.000 UTC,1687556779.000,11576,32.93594500,-106.90585410,16,3,66,-88,49,0x01,0,9,15,146,3.285
Jun 23 2023 15:46:20.000 UTC,1687556780.000,11489,32.93605830,-106.90568750,16,3,65,-88,50,0x01,0,11,15,146,3.285
Jun 23 2023 15:46:21.000 UTC,1687556781.000,11400,32.93617210,-106.90552160,16,3,64,-89,50,0x01,0,6,14,146,3.297
Jun 23 2023 15:46:22.000 UTC,1687556782.000,11314,32.93628720,-106.90536000,16,3,64,-86,48,0x01,1,8,14,146,3.297
Jun 23 2023 15:46:23.000 UTC,1687556783.000,11227,32.93640480,-106.90520130,16,3,64,-88,47,0x01,0,9,14,146,3.285
Jun 23 2023 15:46:24.000 UTC,1687556784.000,11139,32.93652240,-106.90504100,16,3,64,-87,48,0x01,0,8,14,146,3.285
Jun 23 2023 15:46:25.000 UTC,1687556785.000,11051,32.93663570,-106.90487950,16,3,64,-85,50,0x01,0,8,13,146,3.301
Jun 23 2023 15:46:26.000 UTC,1687556786.000,10967,32.93674310,-106.90472070,16,3,62,-84,52,0x01,0,9,14,146,3.301
Jun 23 2023 15:46:27.000 UTC,1687556787.000,10883,32.93684680,-106.90456120,16,3,61,-85,53,0x01,1,9,15,146,3.283
Jun 23 2023 15:46:28.000 UTC,1687556788.000,10799,32.93694730,-106.90439960,16,3,61,-84,53,0x01,1,11,15,146,3.283
Jun 23 2023 15:46:29.000 UTC,1687556789.000,10715,32.93704630,-106.90424010,16,3,61,-83,53,0x01,1,9,14,146,3.299
Jun 23 2023 15:46:30.000 UTC,1687556790.000,10631,32.93714530,-106.90408350,16,3,59,-85,53,0x01,1,9,15,146,3.299
Jun 23 2023 15:46:31.000 UTC,1687556791.000,10545,32.93724590,-106.90392800,16,3,60,-86,52,0x01,0,8,14,146,3.283
Jun 23 2023 15:46:32.000 UTC,1687556792.000,10459,32.93734640,-106.90376850,16,3,59,-84,53,0x01,1,6,15,146,3.283
Jun 23 2023 15:46:33.000 UTC,1687556793.000,10374,32.93744330,-106.90360900,16,3,58,-84,54,0x01,0,9,14,146,3.298
Jun 23 2023 15:46:34.000 UTC,1687556794.000,10290,32.93753620,-106.90345220,16,3,58,-85,54,0x01,0,9,14,146,3.298
Jun 23 2023 15:46:35.000 UTC,1687556795.000,10204,32.93762920,-106.90329480,16,3,60,-85,56,0x01,0,8,14,146,3.283
Jun 23 2023 15:46:36.000 UTC,1687556796.000,10119,32.93771890,-106.90313330,16,3,58,-83,57,0x01,0,8,14,146,3.283
Jun 23 2023 15:46:37.000 UTC,1687556797.000,10036,32.93780660,-106.90297110,16,3,58,-81,56,0x01,2,10,15,146,3.295
Jun 23 2023 15:46:38.000 UTC,1687556798.000,9954,32.93789550,-106.90281210,16,3,58,-83,57,0x01,0,10,14,146,3.295
Jun 23 2023 15:46:39.000 UTC,1687556799.000,9869,32.93798260,-106.90265140,16,3,58,-86,57,0x01,1,6,15,146,3.283
Jun 23 2023 15:46:40.000 UTC,1687556800.000,9785,32.93807000,-106.90248890,16,3,59,-83,57,0x01,2,7,13,146,3.283
Jun 23 2023 15:46:41.000 UTC,1687556801.000,9702,32.93815860,-106.90232400,16,3,59,-81,56,0x01,0,10,13,146,3.294
Jun 23 2023 15:46:43.000 UTC,1687556803.000,9538,32.93833750,-106.90198790,15,3,60,-80,59,0x03,1,10,12,146,3.283
Jun 23 2023 15:46:44.000 UTC,1687556804.000,9458,32.93841990,-106.90181940,15,3,59,-79,60,0x03,1,8,13,146,3.283
Jun 23 2023 15:46:45.000 UTC,1687556805.000,9379,32.93849970,-106.90165050,16,3,59,-79,60,0x03,0,8,14,146,3.298
Jun 23 2023 15:46:46.000 UTC,1687556806.000,9299,32.93857950,-106.90148380,16,3,57,-79,60,0x03,0,9,15,146,3.298
Jun 23 2023 15:46:47.000 UTC,1687556807.000,9218,32.93865810,-106.90131940,16,3,58,-81,60,0x03,0,8,14,146,3.281
Jun 23 2023 15:46:48.000 UTC,1687556808.000,9137,32.93873530,-106.90115760,16,3,57,-80,61,0x03,1,10,15,146,3.281
Jun 23 2023 15:46:49.000 UTC,1687556809.000,9058,32.93881020,-106.90099230,16,3,57,-78,61,0x03,0,10,15,146,3.295
Jun 23 2023 15:46:50.000 UTC,1687556810.000,8979,32.93888310,-106.90082220,16,3,59,-78,61,0x03,1,6,13,146,3.295
Jun 23 2023 15:46:51.000 UTC,1687556811.000,8901,32.93895550,-106.90065180,16,3,58,-78,63,0x03,1,9,15,146,3.282
Jun 23 2023 15:46:52.000 UTC,1687556812.000,8824,32.93902550,-106.90048390,16,3,57,-78,63,0x03,0,8,15,146,3.282
Jun 23 2023 15:46:53.000 UTC,1687556813.000,8746,32.93909450,-106.90031810,16,3,56,-78,63,0x03,0,9,15,146,3.286
Jun 23 2023 15:46:54.000 UTC,1687556814.000,8667,32.93916360,-106.90015540,16,3,55,-78,63,0x03,0,5,14,146,3.286
Jun 23 2023 15:46:55.000 UTC,1687556815.000,8588,32.93923200,-106.89999210,16,3,55,-78,64,0x03,0,9,13,146,3.279
Jun 23 2023 15:46:56.000 UTC,1687556816.000,8509,32.93929830,-106.89982810,16,3,55,-80,64,0x03,0,10,14,146,3.279
Jun 23 2023 15:46:57.000 UTC,1687556817.000,8429,32.93936440,-106.89966500,16,3,55,-79,64,0x03,0,9,14,146,3.297
Jun 23 2023 15:46:58.000 UTC,1687556818.000,8350,32.93943010,-106.89950160,16,3,55,-79,65,0x03,0,8,14,146,3.297
Jun 23 2023 15:46:59.000 UTC,1687556819.000,8268,32.93949420,-106.89933850,16,3,56,-82,65,0x03,0,11,15,146,3.280
Jun 23 2023 15:47:00.000 UTC,1687556820.000,8186,32.93955470,-106.89917600,16,3,54,-81,66,0x01,0,10,15,146,3.280
Jun 23 2023 15:47:01.000 UTC,1687556821.000,8106,32.93961390,-106.89901150,16,3,54,-79,66,0x01,1,7,13,146,3.293
Jun 23 2023 15:47:02.000 UTC,1687556822.000,8026,32.93967240,-106.89884820,16,3,54,-78,67,0x01,2,9,13,146,3.293
Jun 23 2023 15:47:03.000 UTC,1687556823.000,7946,32.93972920,-106.89868680,16,3,52,-78,67,0x01,1,9,13,146,3.279
Jun 23 2023 15:47:04.000 UTC,1687556824.000,7866,32.93978150,-106.89852890,16,3,50,-78,67,0x01,1,10,11,146,3.279
Jun 23 2023 15:47:05.000 UTC,1687556825.000,7788,32.93982990,-106.89837580,16,3,48,-77,69,0x01,2,9,12,146,3.294
Jun 23 2023 15:47:06.000 UTC,1687556826.000,7709,32.93987550,-106.89822700,16,3,47,-75,70,0x01,1,7,12,146,3.294
Jun 23 2023 15:47:07.000 UTC,1687556827.000,7632,32.93992180,-106.89808240,16,3,45,-78,68,0x01,2,9,14,146,3.278
Jun 23 2023 15:47:08.000 UTC,1687556828.000,7554,32.93996940,-106.89794230,16,3,44,-78,66,0x01,2,6,14,146,3.278
Jun 23 2023 15:47:09.000 UTC,1687556829.000,7475,32.94001600,-106.89781150,16,3,41,-79,66,0x01,0,9,15,146,3.295
Jun 23 2023 15:47:10.000 UTC,1687556830.000,7393,32.94006180,-106.89768640,16,3,40,-79,68,0x01,1,9,14,146,3.295
Jun 23 2023 15:47:11.000 UTC,1687556831.000,7313,32.94010050,-106.89757010,16,3,37,-79,69,0x01,0,9,15,146,3.278
Jun 23 2023 15:47:12.000 UTC,1687556832.000,7235,32.94013560,-106.89746360,16,3,33,-77,69,0x01,1,9,15,146,3.278
Jun 23 2023 15:47:13.000 UTC,1687556833.000,7157,32.94016940,-106.89736550,16,3,32,-76,68,0x01,3,9,13,146,3.291
Jun 23 2023 15:47:14.000 UTC,1687556834.000,7080,32.94020400,-106.89727310,16,3,32,-77,66,0x01,2,10,13,146,3.291
Jun 23 2023 15:47:15.000 UTC,1687556835.000,7003,32.94024070,-106.89718540,16,3,29,-77,63,0x01,0,6,15,146,3.278
Jun 23 2023 15:47:16.000 UTC,1687556836.000,6924,32.94027580,-106.89710000,16,3,28,-79,66,0x01,1,10,14,146,3.278
Jun 23 2023 15:47:17.000 UTC,1687556837.000,6845,32.94030860,-106.89701430,16,3,28,-76,67,0x01,0,9,13,146,3.295
Jun 23 2023 15:47:18.000 UTC,1687556838.000,6768,32.94033980,-106.89693140,16,3,25,-77,64,0x01,2,8,14,146,3.295
Jun 23 2023 15:47:20.000 UTC,1687556840.000,6614,32.94040900,-106.89679410,16,3,22,-77,55,0x01,0,7,14,146,3.280
Jun 23 2023 15:47:21.000 UTC,1687556841.000,6536,32.94044350,-106.89673760,16,3,20,-79,55,0x01,0,9,14,146,3.290
Jun 23 2023 15:47:22.000 UTC,1687556842.000,6454,32.94047630,-106.89668170,16,3,19,-83,56,0x01,1,8,14,146,3.290
Jun 23 2023 15:47:23.000 UTC,1687556843.000,6371,32.94050750,-106.89662900,16,3,20,-83,57,0x01,1,9,15,146,3.278
Jun 23 2023 15:47:24.000 UTC,1687556844.000,6287,32.94053950,-106.89657670,16,3,20,-80,48,0x03,1,10,14,146,3.278
Jun 23 2023 15:47:25.000 UTC,1687556845.000,6207,32.94057850,-106.89652560,16,3,21,-80,49,0x03,1,8,14,146,3.291
Jun 23 2023 15:47:26.000 UTC,1687556846.000,6126,32.94062140,-106.89647110,15,3,23,-81,53,0x03,0,6,13,146,3.291
Jun 23 2023 15:47:27.000 UTC,1687556847.000,6044,32.94066090,-106.89641690,16,3,21,-80,50,0x03,0,8,13,146,3.278
Jun 23 2023 15:47:28.000 UTC,1687556848.000,5964,32.94069290,-106.89636670,16,3,17,-79,53,0x03,2,8,13,146,3.278
Jun 23 2023 15:47:29.000 UTC,1687556849.000,5886,32.94071760,-106.89632360,16,3,15,-77,56,0x03,2,8,14,146,3.289
Jun 23 2023 15:47:30.000 UTC,1687556850.000,5808,32.94074170,-106.89628110,16,3,16,-79,55,0x03,0,8,15,146,3.289
Jun 23 2023 15:47:31.000 UTC,1687556851.000,5730,32.94076680,-106.89623580,16,3,17,-77,57,0x03,0,11,14,146,3.279
