Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages
25.15,3150.195,577.50,6.241143,32, -,3.811746
25.20,3150.195,577.50,4.992914,32, -,3.811746
25.25,3150.195,577.50,3.744686,32, -,3.811746
25.30,3150.195,577.50,2.496457,32, -,3.811746
25.35,3148.884,577.60,1.248229,32, -,3.811746
25.40,3147.572,577.70,-1.248229,32, -,3.811746
25.45,3147.572,577.70,-1.248229,32, -,3.811746
25.50,3146.261,577.80,-3.744686,32, -,3.811746
25.55,3146.261,577.80,-3.744686,32, -,3.811746
25.60,3146.261,577.80,-4.992914,32, -,3.811746
25.65,3146.261,577.80,-4.992914,32, -,3.811746
25.70,3147.572,577.70,6.241143,32, -,3.811746
25.75,3146.261,577.80,53.5432,32, -,3.811746
25.80,3147.572,577.70,85.76491,32, -,3.811746
25.85,3147.572,577.70,60.98903,32, -,3.811746
25.90,3147.572,577.70,23.70183,32, -,3.811746
25.95,3150.195,577.50,9.985828,32, -,3.811746
26.00,3151.507,577.40,3.744686,32, -,3.811746
26.05,3155.445,577.10,4.992914,32, -,3.811746
26.10,3164.636,576.40,13.74503,32, -,3.811746
26.15,3179.1,575.30,27.51908,32, -,3.811746
26.20,3192.268,574.30,40.05943,32, -,3.811746
26.25,3204.134,573.40,51.36605,32, -,3.811746
26.30,3213.375,572.70,60.16171,32, -,3.811746
26.35,3206.774,573.20,53.87703,32, -,3.811746
26.40,3189.633,574.50,38.79668,32, -,3.811746
26.45,3176.468,575.50,27.50457,32, -,3.811746
26.50,3171.208,575.90,22.49714,32, -,3.811746
26.55,3172.523,575.80,24.9936,32, -,3.811746
26.60,3175.153,575.60,27.50457,32, -,3.811746
26.65,3173.838,575.70,26.25634,32, -,3.811746
26.70,3169.893,576.00,22.49714,32, -,3.811746
26.75,3164.636,576.40,16.24149,32, -,3.811746
26.80,3162.01,576.60,14.99326,32, -,3.811746
26.85,3159.383,576.80,11.24857,32, -,3.811746
26.90,3160.696,576.70,12.4968,32, -,3.811746
26.95,3160.696,576.70,12.4968,32, -,3.811746
27.00,3160.696,576.70,10.00034,32, -,3.811746
27.05,3159.383,576.80,7.503885,32, -,3.811746
27.10,3158.069,576.90,2.510971,32, -,3.811746
27.15,3156.757,577.00,-7.489371,32, -,3.811746
27.20,3155.445,577.10,-22.51166,32, -,3.811746
27.25,3155.445,577.10,-35.052,32, -,3.811746
27.30,3155.445,577.10,-46.35863,32, -,3.811746
27.35,3155.445,577.10,-55.15428,32, -,3.811746
27.40,3155.445,577.10,-48.8696,32, -,3.811746
27.45,3155.445,577.10,-32.54103,32, -,3.811746
27.50,3154.132,577.20,-21.24891,32, -,1.34189
27.55,3152.82,577.30,-17.48971,32, -,1.34189
27.60,3151.507,577.40,-19.98617,32, -,1.34189
27.65,3151.507,577.40,-22.49714,32, -,1.34189
27.70,3151.507,577.40,-21.24891,32, -,1.34189
27.75,3150.195,577.50,-18.73794,32, -,1.34189
27.80,3150.195,577.50,-13.73051,32, -,1.34189
27.85,3150.195,577.50,-11.23406,32, -,1.34189
27.90,3150.195,577.50,-8.737599,32, -,1.34189
27.95,3148.884,577.60,-11.23406,32, -,1.34189
28.00,3148.884,577.60,-11.23406,32, -,1.34189
28.05,3147.572,577.70,-12.48229,32, -,1.34189
28.10,3146.261,577.80,-12.48229,32, -,1.34189
28.15,3144.949,577.90,-12.48229,32, -,1.34189
28.20,3144.949,577.90,-11.23406,32, -,1.34189
28.25,3143.639,578.00,-11.23406,32, -,1.34189
28.30,3142.328,578.10,-12.48229,32, -,1.34189
28.35,3142.328,578.10,-12.48229,32, -,1.34189
28.40,3141.017,578.20,-13.73051,32, -,1.34189
28.45,3141.017,578.20,-13.73051,32, -,1.34189
28.50,3139.707,578.30,-14.97874,32, -,1.34189
28.55,3139.707,578.30,-13.73051,32, -,1.34189
28.60,3138.396,578.40,-13.73051,32, -,1.34189
28.65,3137.087,578.50,-13.73051,32, -,1.34189
28.70,3137.087,578.50,-13.73051,32, -,1.34189
28.75,3135.777,578.60,-14.97874,32, -,1.34189
28.80,3134.467,578.70,-14.97874,32, -,1.34189
28.85,3133.158,578.80,-16.22697,32, -,1.34189
28.90,3133.158,578.80,-16.22697,32, -,1.34189
28.95,3131.848,578.90,-17.4752,32, -,1.34189
29.00,3130.539,579.00,-17.4752,32, -,1.34189
29.05,3130.539,579.00,-17.4752,32, -,1.34189
29.10,3129.23,579.10,-17.4752,32, -,1.34189
29.15,3127.921,579.20,-17.4752,32, -,1.34189
29.20,3126.613,579.30,-17.4752,32, -,1.34189
29.25,3126.613,579.30,-17.4752,32, -,1.34189
29.30,3125.304,579.40,-17.4752,32, -,1.34189
29.35,3123.996,579.50,-17.4752,32, -,1.34189
29.40,3123.996,579.50,-17.4752,32, -,1.34189
29.45,3122.688,579.60,-17.4752,32, -,1.34189
29.50,3122.688,579.60,-17.4752, -
29.55,3121.38,579.70,-17.4752, -
29.60,3120.073,579.80,-18.72343, -
29.65,3118.765,579.90,-18.72343, -
29.70,3117.458,580.00,-18.72343, -
29.75,3117.458,580.00,-18.72343, -
29.80,3116.151,580.10,-18.72343, -
29.85,3114.844,580.20,-18.72343, -
29.90,3113.537,580.30,-18.72343, -
29.95,3113.537,580.30,-18.72343, -
30.00,3112.23,580.40,-18.72343, -
30.05,3112.23,580.40,-17.4752, -
30.10,3110.924,580.50,-18.72343, -
30.15,3110.924,580.50,-17.4752, -
30.20,3110.924,580.50,-16.22697, -
30.25,3112.23,580.40,-13.73051, -
30.30,3114.844,580.20,-11.23406, -
30.35,3116.151,580.10,-8.737599, -
30.40,3116.151,580.10,-7.489371, -
30.45,10700.59,191.25,7215.777, Drogue
30.50,-2490.543,1158.70,-5345.959, -
