T,Alt,Veloc,Filt_Alt,FVeloc,LDA,LowV,Apogee,N-O,Drogue,Main,falt_m
19100,9914,-80,9891.29,113.54,0,0,0,0,0,0,3014.865192
19150,9940,520,9901.04,194.82,0,0,0,0,0,0,3017.836992
19200,9966,520,9914.03,259.86,0,0,0,0,0,0,3021.796344
19250,9986,400,9928.42,287.89,0,0,0,0,0,0,3026.182416
19300,9964,-440,9935.54,142.3,0,0,0,0,0,0,3028.352592
19350,9964,0,9941.23,113.85,0,0,0,0,0,0,3030.086904
19400,9962,-40,9945.38,83.09,0,0,0,0,0,0,3031.351824
19450,9990,560,9954.31,178.46,0,0,0,0,0,0,3034.073688
19500,9982,-160,9959.85,110.76,0,0,0,0,0,0,3035.76228
19550,10022,800,9972.28,248.61,0,0,0,0,0,0,3039.550944
19600,10032,200,9984.22,238.89,0,0,0,0,0,0,3043.190256
19650,10058,520,9998.98,295.12,0,0,0,0,0,0,3047.689104
19700,10040,-360,10007.18,164.1,0,0,0,0,0,0,3050.188464
19750,10048,160,10015.35,163.28,0,0,0,0,0,0,3052.67868
19800,10048,0,10021.88,130.63,0,0,0,0,0,0,3054.669024
19850,10088,800,10035.1,264.49,0,0,0,0,0,0,3058.69848
19900,10034,-1080,10034.88,-4.41,0,0,0,0,0,0,3058.631424
19950,10048,280,10037.5,52.48,0,0,0,0,0,0,3059.43
20000,10054,120,10040.8,65.98,0,0,0,0,0,0,3060.43584
20050,10064,200,10045.44,92.79,0,0,0,0,0,0,3061.850112
20100,10032,-640,10042.75,-53.77,0,0,0,0,0,0,3061.0302
20150,10058,520,10045.8,60.98,0,0,0,0,0,0,3061.95984
20200,10096,760,10055.84,200.78,0,0,0,0,0,0,3065.020032
20250,10066,-600,10057.87,40.63,0,0,0,0,0,0,3065.638776
20300,10114,960,10069.1,224.51,0,0,0,0,0,0,3069.06168
20350,10060,-1080,10067.28,-36.41,0,0,0,0,0,0,3068.506944
20400,10120,1200,10077.82,210.88,0,0,0,0,0,0,3071.719536
20450,10102,-360,10082.66,96.7,0,0,0,0,0,0,3073.194768
20500,10110,160,10088.13,109.37,0,0,0,0,0,0,3074.862024
20550,10140,600,10098.5,207.5,0,0,0,0,0,0,3078.0228
20600,10178,760,10114.4,317.99,0,0,0,0,0,0,3082.86912
20650,10178,0,10127.12,254.39,0,0,0,0,0,0,3086.746176
20700,10106,-1440,10122.9,-84.49,0,0,0,0,0,0,3085.45992
20750,10134,560,10125.12,44.41,0,0,0,0,0,0,3086.136576
20800,10128,-120,10125.69,11.52,0,0,0,0,0,0,3086.310312
20850,10164,720,10133.35,153.22,0,0,0,0,0,0,3088.64508
20900,10168,80,10140.28,138.57,0,0,0,0,0,0,3090.757344
20950,10178,200,10147.83,150.86,0,0,0,0,0,0,3093.058584
21000,10166,-240,10151.46,72.7,0,0,0,0,0,0,3094.165008
21050,10174,160,10155.97,90.16,0,0,0,0,0,0,3095.539656
21100,10130,-880,10150.78,-103.87,0,0,0,0,0,0,3093.957744
21150,10164,680,10153.42,52.89,0,0,0,0,0,0,3094.762416
21200,10200,720,10162.74,186.33,0,0,0,0,0,0,3097.603152
21250,10156,-880,10161.39,-26.95,0,0,0,0,0,0,3097.191672
21300,10196,800,10168.31,138.44,0,0,0,0,0,0,3099.300888
21350,10268,1440,10188.25,398.75,0,0,0,0,0,0,3105.3786
21400,10218,-1000,10194.2,119,0,0,0,0,0,0,3107.19216
21450,10258,800,10206.96,255.21,0,0,0,0,0,0,3111.081408
21500,10292,680,10223.97,340.16,0,0,0,0,0,0,3116.266056
21550,10198,-1880,10218.77,-103.87,0,0,0,0,0,0,3114.681096
21600,10300,2040,10235.02,324.9,0,0,0,0,0,0,3119.634096
21650,10218,-1640,10231.62,-68.07,0,0,0,0,0,0,3118.597776
21700,10228,200,10230.89,-14.45,0,0,0,0,0,0,3118.375272
21750,10208,-400,10226.31,-91.56,0,0,0,0,0,0,3116.979288
21800,10224,320,10225.85,-9.26,0,0,0,0,0,0,3116.83908
21850,10200,-480,10220.68,-103.4,0,0,0,0,0,0,3115.263264
21900,10220,400,10220.54,-2.73,0,0,0,0,0,0,3115.220592
21950,10250,600,10226.44,117.81,0,0,0,0,0,0,3117.018912
22000,10290,800,10239.15,254.26,0,0,0,0,0,0,3120.89292
22050,10262,-560,10243.72,91.41,0,0,0,0,0,0,3122.285856
22100,10254,-160,10245.78,41.13,0,0,0,0,0,0,3122.913744
22150,10278,480,10252.22,128.91,0,0,0,0,0,0,3124.876656
22200,10286,160,10258.98,135.12,0,0,0,0,0,0,3126.937104
22250,10252,-680,10257.58,-27.91,0,0,0,0,0,0,3126.510384
22300,10284,640,10262.87,105.68,0,0,0,0,0,0,3128.122776
22350,10288,80,10267.89,100.55,0,0,0,0,0,0,3129.652872
22400,10278,-200,10269.91,40.43,0,0,0,0,0,0,3130.268568
22450,10300,440,10275.93,120.35,0,0,0,0,0,0,3132.103464
22500,10284,-320,10277.54,32.27,0,0,0,0,0,0,3132.594192
22550,10298,280,10281.64,81.82,0,0,0,0,0,0,3133.843872
22600,10350,1040,10295.31,273.46,0,10350,0,0,0,0,3138.010488
22650,10268,-1640,10289.85,-109.24,0,0,0,0,0,0,3136.34628
22700,10262,-120,10284.28,-111.39,0,0,0,0,0,0,3134.648544
22750,10250,-240,10277.42,-137.11,0,0,0,0,0,0,3132.557616
22800,10290,800,10279.94,50.31,0,0,0,0,0,0,3133.325712
22850,10282,-160,10280.35,8.24,0,0,0,0,0,0,3133.45068
22900,10288,120,10281.88,30.61,0,0,0,0,0,0,3133.917024
22950,10298,200,10285.1,64.47,0,0,0,0,0,0,3134.89848
23000,10278,-400,10283.68,-28.42,0,0,0,0,0,0,3134.465664
23050,10334,1120,10293.75,201.27,0,0,0,0,0,0,3137.535
23100,10330,-80,10301,145.02,0,0,0,0,0,0,3139.7448
23150,10244,-1720,10289.6,-227.99,0,0,0,0,0,0,3136.27008
23200,10332,1760,10298.08,169.61,0,0,0,0,0,0,3138.854784
23250,10334,40,10305.26,143.69,0,0,0,0,0,0,3141.043248
23300,10322,-240,10308.61,66.95,0,0,0,0,0,0,3142.064328
23350,10382,1200,10323.29,293.55,0,0,0,0,0,0,3146.538792
23400,10354,-560,10329.43,122.85,0,0,0,0,0,0,3148.410264
23450,10334,-400,10330.34,18.28,0,0,0,0,0,0,3148.687632
23500,10310,-480,10326.28,-81.39,0,0,0,0,0,0,3147.450144
23550,10330,400,10327.02,14.9,0,0,0,0,0,0,3147.675696
23600,10280,-1000,10317.62,-188.09,0,0,0,0,0,0,3144.810576
23650,10330,1000,10320.09,49.53,0,0,0,0,0,0,3145.563432
23700,10328,-40,10321.67,31.62,0,0,0,0,0,0,3146.045016
23750,10308,-400,10318.94,-54.69,0,0,0,0,0,0,3145.212912
23800,10302,-120,10315.55,-67.75,0,0,0,0,0,0,3144.17964
23850,10300,-40,10312.44,-62.21,0,0,0,0,0,0,3143.231712
23900,10296,-80,10309.15,-65.76,0,0,0,0,0,0,3142.22892
23950,10324,560,10312.12,59.39,0,0,0,0,0,0,3143.134176
24000,10346,440,10318.9,135.51,0,0,0,0,0,0,3145.20072
24050,10306,-800,10316.32,-51.6,0,0,0,0,0,0,3144.414336
24100,10318,240,10316.65,6.72,0,0,0,0,0,0,3144.51492
24150,10372,1080,10327.72,221.39,0,0,0,0,0,0,3147.889056
24200,10306,-1320,10323.38,-86.89,0,0,0,0,0,0,3146.566224
24250,10304,-40,10319.5,-77.52,0,0,0,0,0,0,3145.3836
24300,10410,2120,10337.6,361.99,0,0,0,0,0,0,3150.90048
24350,10434,480,10356.88,385.59,0,0,10434,0,0,0,3156.777024
24400,10404,-600,10366.31,188.48,0,0,0,0,0,0,3159.651288
24450,10326,-1560,10358.24,-161.23,0,0,0,0,0,0,3157.191552
24500,10392,1320,10365,135.02,0,0,0,0,0,0,3159.252
24550,10406,280,10373.2,164.02,0,0,0,0,0,0,3161.75136
24600,10368,-760,10372.16,-20.78,0,0,0,0,0,0,3161.434368
24650,10352,-320,10368.13,-80.62,0,0,0,0,0,0,3160.206024
24700,10374,440,10369.3,23.5,0,0,0,0,0,0,3160.56264
24750,10328,-920,10361.04,-165.2,0,0,0,0,0,0,3158.044992
24800,10298,-600,10348.43,-252.17,0,0,0,0,0,0,3154.201464
24850,10300,40,10338.75,-193.73,0,0,0,0,0,0,3151.251
24900,10322,440,10335.4,-66.99,0,0,0,0,0,0,3150.22992
24950,10306,-320,10329.52,-117.58,0,0,0,0,0,0,3148.437696
25000,10294,-240,10322.41,-142.07,0,0,0,0,0,0,3146.270568
25050,10310,320,10319.93,-49.65,0,0,0,0,0,0,3145.514664
25100,10338,560,10323.54,72.27,0,0,0,0,0,0,3146.614992
25150,10322,-320,10323.24,-6.17,0,0,0,0,0,0,3146.523552
25200,10330,160,10324.59,27.05,0,0,0,0,0,0,3146.935032
25250,10306,-480,10320.87,-74.36,0,0,0,0,0,0,3145.801176
25300,10392,1720,10335.1,284.51,0,0,0,0,0,0,3150.13848
25350,10300,-184,10328.08,-14.04,0,0,0,10300,0,0,3147.998784
25850,10318,36,10326.06,-4.03,0,0,0,0,0,0,3147.383088
26350,10296,-44,10320.05,-12.03,0,0,0,0,10296,0,3145.55124
26850,10242,-108,10304.44,-31.22,0,0,0,0,0,0,3140.793312
27350,10328,172,10309.15,9.42,0,0,0,0,0,0,3142.22892
27850,10148,-360,10276.92,-64.46,0,0,0,0,0,0,3132.405216
28350,10170,44,10255.54,-42.77,0,0,0,0,0,0,3125.888592
28850,10070,-200,10218.43,-74.21,0,0,0,0,0,0,3114.577464
29350,10012,-116,10177.14,-82.57,0,0,0,0,0,0,3101.992272
29850,9912,-200,10124.12,-106.06,0,0,0,0,0,0,3085.831776
30350,9882,-60,10075.69,-96.85,0,0,0,0,0,0,3071.070312
30850,9708,-348,10002.15,-147.08,0,0,0,0,0,0,3048.65532
31350,9646,-124,9930.92,-142.46,0,0,0,0,0,0,3026.944416
31850,9584,-124,9861.54,-138.77,0,0,0,0,0,0,3005.797392
32350,8710,-1748,9631.23,-460.62,0,0,0,0,0,0,2935.598904
32850,9492,1564,9603.38,-55.69,0,0,0,0,0,0,2927.110224
33350,9468,-48,9576.31,-54.15,0,0,0,0,0,0,2918.859288
33850,9290,-356,9519.05,-114.52,0,0,0,0,0,0,2901.40644
34350,9224,-132,9460.04,-118.02,0,0,0,0,0,0,2883.420192
34850,9182,-84,9404.43,-111.21,0,0,0,0,0,0,2866.470264
35350,9174,-16,9358.34,-92.17,0,0,0,0,0,0,2852.422032
35850,9126,-96,9311.87,-92.94,0,0,0,0,0,0,2838.257976
36350,9086,-80,9266.7,-90.35,0,0,0,0,0,0,2824.49016
36850,9068,-36,9226.96,-79.48,0,0,0,0,0,0,2812.377408
37350,9010,-116,9183.57,-86.78,0,0,0,0,0,0,2799.152136
37850,8984,-52,9143.65,-79.83,0,0,0,0,0,0,2786.98452
38350,8914,-140,9097.72,-91.86,0,0,0,0,0,0,2772.985056
38850,8892,-44,9056.58,-82.29,0,0,0,0,0,0,2760.445584
39350,8860,-64,9017.26,-78.63,0,0,0,0,0,0,2748.460848
39850,8774,-172,8968.61,-97.3,0,0,0,0,0,0,2733.632328
40350,8742,-64,8923.29,-90.64,0,0,0,0,0,0,2719.818792
40850,8710,-64,8880.63,-85.32,0,0,0,0,0,0,2706.816024
41350,8714,8,8847.3,-66.65,0,0,0,0,0,0,2696.65704
41850,8622,-184,8802.24,-90.12,0,0,0,0,0,0,2682.922752
42350,8654,64,8772.6,-59.3,0,0,0,0,0,0,2673.88848
42850,8658,8,8749.68,-45.84,0,0,0,0,0,0,2666.902464
43350,8630,-56,8725.74,-47.87,0,0,0,0,0,0,2659.605552
43850,8534,-192,8687.39,-76.7,0,0,0,0,0,0,2647.916472
44350,8496,-76,8649.11,-76.56,0,0,0,0,0,0,2636.248728
44850,8442,-108,8607.69,-82.85,0,0,0,0,0,0,2623.623912
45350,8456,28,8577.35,-60.68,0,0,0,0,0,0,2614.37628
45850,8368,-176,8535.48,-83.74,0,0,0,0,0,0,2601.614304
46350,8338,-60,8495.99,-78.99,0,0,0,0,0,0,2589.577752
46850,8282,-112,8453.19,-85.59,0,0,0,0,0,0,2576.532312
47350,8298,32,8422.15,-62.08,0,0,0,0,0,0,2567.07132
47850,8178,-240,8373.32,-97.66,0,0,0,0,0,0,2552.187936
48350,8254,152,8349.46,-47.73,0,0,0,0,0,0,2544.915408
48850,8108,-292,8301.17,-96.58,0,0,0,0,0,0,2530.196616
49350,8096,-24,8260.13,-82.07,0,0,0,0,0,0,2517.687624
49850,8064,-64,8220.91,-78.45,0,0,0,0,0,0,2505.733368
50350,8036,-56,8183.92,-73.96,0,0,0,0,0,0,2494.458816
50850,7978,-116,8142.74,-82.37,0,0,0,0,0,0,2481.907152
51350,7972,-12,8108.59,-68.3,0,0,0,0,0,0,2471.498232
51850,7916,-112,8070.07,-77.04,0,0,0,0,0,0,2459.757336
52350,7910,-12,8038.06,-64.03,0,0,0,0,0,0,2450.000688
52850,7916,12,8013.65,-48.82,0,0,0,0,0,0,2442.56052
53350,7786,-260,7968.12,-91.06,0,0,0,0,0,0,2428.682976
53850,7804,36,7935.29,-65.65,0,0,0,0,0,0,2418.676392
54350,7708,-192,7889.83,-90.92,0,0,0,0,0,0,2404.820184
54850,7760,104,7863.87,-51.93,0,0,0,0,0,0,2396.907576
55350,7704,-112,7831.89,-63.95,0,0,0,0,0,0,2387.160072
55850,7694,-20,7804.32,-55.16,0,0,0,0,0,0,2378.756736
56350,7664,-60,7776.25,-56.13,0,0,0,0,0,0,2370.201
56850,7594,-140,7739.8,-72.9,0,0,0,0,0,0,2359.09104
57350,7570,-48,7705.84,-67.92,0,0,0,0,0,0,2348.740032
57850,7492,-156,7663.07,-85.54,0,0,0,0,0,0,2335.703736
58350,7448,-88,7620.06,-86.03,0,0,0,0,0,0,2322.594288
58850,7420,-56,7580.05,-80.02,0,0,0,0,0,0,2310.39924
59350,7430,20,7550.04,-60.02,0,0,0,0,0,0,2301.252192
59850,7352,-156,7510.43,-79.21,0,0,0,0,0,0,2289.179064
60350,7316,-72,7471.54,-77.77,0,0,0,0,0,0,2277.325392
60850,7250,-132,7427.24,-88.62,0,0,0,0,0,0,2263.822752
61350,7234,-32,7388.59,-77.29,0,0,0,0,0,0,2252.042232
61850,7196,-76,7350.07,-77.04,0,0,0,0,0,0,2240.301336
62350,7214,36,7322.86,-54.43,0,0,0,0,0,0,2232.007728
62850,7092,-244,7276.68,-92.34,0,0,0,0,0,0,2217.932064
63350,7090,-4,7239.35,-74.67,0,0,0,0,0,0,2206.55388
63850,7130,80,7217.48,-43.74,0,0,0,0,0,0,2199.887904
64350,6996,-268,7173.18,-88.59,0,0,0,0,0,0,2186.385264
64850,7012,32,7140.95,-64.47,0,0,0,0,0,0,2176.56156
65350,6974,-76,7107.56,-66.78,0,0,0,0,0,0,2166.384288
65850,6960,-28,7078.05,-59.02,0,0,0,0,0,0,2157.38964
66350,6918,-84,7046.04,-64.02,0,0,0,0,0,0,2147.632992
66850,6874,-88,7011.63,-68.81,0,0,0,0,0,0,2137.144824
67350,6864,-20,6982.1,-59.05,0,0,0,0,0,0,2128.14408
67850,6788,-152,6943.28,-77.64,0,0,0,0,0,0,2116.311744
68350,6722,-132,6899.03,-88.51,0,0,0,0,0,0,2102.824344
68850,6716,-12,6862.42,-73.21,0,0,0,0,0,0,2091.665616
69350,6690,-52,6827.94,-68.97,0,0,0,0,0,0,2081.156112
69850,6618,-144,6785.95,-83.97,0,0,0,0,0,0,2068.35756
70350,6616,-4,6751.96,-67.98,0,0,0,0,0,0,2057.997408
70850,6572,-88,6715.97,-71.98,0,0,0,0,0,0,2047.027656
71350,6536,-72,6679.97,-71.99,0,0,0,0,0,0,2036.054856
71850,6500,-72,6643.98,-71.99,0,0,0,0,0,0,2025.085104
72350,6448,-104,6604.78,-78.39,0,0,0,0,0,0,2013.136944
72850,6400,-96,6563.83,-81.91,0,0,0,0,0,0,2000.655384
73350,6344,-112,6519.86,-87.93,0,0,0,0,0,0,1987.253328
73850,6340,-8,6483.89,-71.94,0,0,0,0,0,0,1976.289672
74350,6322,-36,6451.51,-64.76,0,0,0,0,0,0,1966.420248
74850,6290,-64,6419.21,-64.6,0,0,0,0,0,0,1956.575208
75350,6250,-80,6385.37,-67.68,0,0,0,0,0,0,1946.260776
75850,6232,-36,6354.69,-61.35,0,0,0,0,0,0,1936.909512
76350,6170,-124,6317.76,-73.88,0,0,0,0,0,0,1925.653248
76850,6126,-88,6279.4,-76.7,0,0,0,0,0,0,1913.96112
77350,6114,-24,6246.32,-66.16,0,0,0,0,0,0,1903.878336
77850,6008,-212,6198.66,-95.33,0,0,0,0,0,0,1889.351568
78350,6062,108,6171.33,-54.66,0,0,0,0,0,0,1881.021384
78850,5932,-260,6123.46,-95.73,0,0,0,0,0,0,1866.430608
79350,5948,32,6088.37,-70.18,0,0,0,0,0,0,1855.735176
79850,5966,36,6063.9,-48.95,0,0,0,0,0,0,1848.27672
80350,5868,-196,6024.72,-78.36,0,0,0,0,0,0,1836.334656
80850,5866,-4,5992.97,-63.49,0,0,0,0,0,0,1826.657256
81350,5816,-100,5957.58,-70.79,0,0,0,0,0,0,1815.870384
81850,5790,-52,5924.06,-67.03,0,0,0,0,0,0,1805.653488
82350,5784,-12,5896.05,-56.03,0,0,0,0,0,0,1797.11604
82850,5698,-172,5856.44,-79.22,0,0,0,0,0,0,1785.042912
83350,5682,-32,5821.55,-69.78,0,0,0,0,0,0,1774.40844
83850,5620,-124,5781.24,-80.62,0,0,0,0,0,0,1762.121952
84350,5616,-8,5748.19,-66.1,0,0,0,0,0,0,1752.048312
84850,5548,-136,5708.15,-80.08,0,0,0,0,0,0,1739.84412
85350,5536,-24,5673.72,-68.86,0,0,0,0,0,0,1729.349856
85850,5482,-108,5635.38,-76.69,0,0,0,0,0,0,1717.663824
86350,5454,-56,5599.1,-72.55,0,0,0,0,0,0,1706.60568
86850,5434,-40,5566.08,-66.04,0,0,0,0,0,0,1696.541184
87350,5358,-152,5524.47,-83.23,0,0,0,0,0,0,1683.858456
87850,5332,-52,5485.97,-76.99,0,0,0,0,0,0,1672.123656
88350,5296,-72,5447.98,-75.99,0,0,0,0,0,0,1660.544304
88850,5274,-44,5413.18,-69.59,0,0,0,0,0,0,1649.937264
89350,5290,32,5388.55,-49.27,0,0,0,0,0,0,1642.43004
89850,5186,-208,5348.04,-81.02,0,0,0,0,0,0,1630.082592
90350,5208,44,5320.03,-56.01,0,0,0,0,0,0,1621.545144
90850,5148,-120,5285.62,-68.81,0,0,0,0,0,0,1611.056976
91350,5066,-164,5241.7,-87.85,0,0,0,0,0,0,1597.67016
91850,5078,24,5208.96,-65.48,0,0,0,0,0,0,1587.691008
92350,5068,-20,5180.77,-56.38,0,0,0,0,0,0,1579.098696
92850,4970,-196,5138.61,-84.31,0,0,0,0,0,0,1566.248328
93350,4978,16,5106.49,-64.25,0,0,0,0,0,0,1556.458152
93850,4924,-108,5069.99,-73,0,0,0,0,0,0,1545.332952
94350,4866,-116,5029.19,-81.6,0,0,0,0,0,0,1532.897112
94850,4888,44,5000.96,-56.48,0,0,0,0,0,0,1524.292608
95350,4826,-124,4965.96,-69.98,0,0,0,0,0,0,1513.624608
95850,4754,-144,4923.57,-84.79,0,0,0,0,0,0,1500.704136
96350,4768,28,4892.46,-62.23,0,0,0,0,0,0,1491.221808
96850,4690,-156,4851.97,-80.98,0,0,0,0,0,0,1478.880456
97350,4696,12,4820.77,-62.39,0,0,0,0,0,0,1469.370696
97850,4660,-72,4788.62,-64.31,0,0,0,0,0,0,1459.571376
98350,4636,-48,4758.09,-61.05,0,0,0,0,0,0,1450.265832
98850,4562,-148,4718.88,-78.44,0,0,0,0,0,0,1438.314624
99350,4552,-20,4685.5,-66.75,0,0,0,0,0,0,1428.1404
99850,4528,-48,4654,-63,0,0,0,0,0,0,1418.5392
100350,4564,72,4636,-36,0,0,0,0,0,0,1413.0528
100850,4412,-304,4591.2,-89.6,0,0,0,0,0,0,1399.39776
101350,4404,-16,4553.76,-74.88,0,0,0,0,0,0,1387.986048
101850,4418,28,4526.61,-54.3,0,0,0,0,0,0,1379.710728
102350,4378,-80,4496.89,-59.44,0,0,0,0,0,0,1370.652072
102850,4336,-84,4464.71,-64.35,0,0,0,0,0,0,1360.843608
103350,4304,-64,4432.57,-64.28,0,0,0,0,0,0,1351.047336
103850,4264,-80,4398.85,-67.43,0,0,0,0,0,0,1340.76948
104350,4238,-52,4366.68,-64.34,0,0,0,0,0,0,1330.964064
104850,4158,-160,4324.95,-83.47,0,0,0,0,0,0,1318.24476
105350,4134,-48,4286.76,-76.38,0,0,0,0,0,0,1306.604448
105850,4134,0,4256.21,-61.1,0,0,0,0,0,0,1297.292808
106350,4120,-28,4228.96,-54.48,0,0,0,0,0,0,1288.987008
106850,4024,-192,4187.97,-81.99,0,0,0,0,0,0,1276.493256
107350,3966,-116,4143.58,-88.79,0,0,0,0,0,0,1262.963184
107850,3996,60,4114.06,-59.03,0,0,0,0,0,0,1253.965488
108350,3926,-140,4076.45,-75.22,0,0,0,0,0,0,1242.50196
108850,3864,-124,4033.96,-84.98,0,0,0,0,0,0,1229.551008
109350,3854,-20,3997.97,-71.98,0,0,0,0,0,0,1218.581256
109850,3836,-36,3965.57,-64.79,0,0,0,0,0,0,1208.705736
110350,3764,-144,3925.26,-80.63,0,0,0,0,0,0,1196.419248
110850,3748,-32,3889.81,-70.9,0,0,0,0,0,0,1185.614088
111350,3698,-100,3851.45,-76.72,0,0,0,0,0,0,1173.92196
111850,3686,-24,3818.36,-66.18,0,0,0,0,0,0,1163.836128
112350,3602,-168,3775.09,-86.54,0,0,0,0,0,0,1150.647432
112850,3678,152,3755.67,-38.83,0,0,0,0,0,0,1144.728216
113350,3548,-260,3714.13,-83.07,0,0,0,0,0,0,1132.066824
113850,3582,68,3687.71,-52.85,0,0,0,0,0,0,1124.014008
114350,3514,-136,3652.97,-69.48,0,0,0,0,0,0,1113.425256
114850,3474,-80,3617.17,-71.59,0,0,0,0,0,0,1102.513416
115350,3444,-60,3582.54,-69.27,0,0,0,0,0,0,1091.958192
115850,3426,-36,3551.23,-62.62,0,0,0,0,0,0,1082.414904
116350,3370,-112,3514.98,-72.49,0,0,0,0,0,0,1071.365904
116850,3348,-44,3481.59,-66.79,0,0,0,0,0,0,1061.188632
117350,3312,-72,3447.67,-67.83,0,0,0,0,0,0,1050.849816
117850,3298,-28,3417.74,-59.87,0,0,0,0,0,0,1041.727152
118350,3248,-100,3383.79,-67.89,0,0,0,0,0,0,1031.379192
118850,3222,-52,3351.43,-64.72,0,0,0,0,0,0,1021.515864
119350,3180,-84,3317.14,-68.57,0,0,0,0,0,0,1011.064272
119850,3152,-56,3284.12,-66.06,0,0,0,0,0,0,1000.999776
120350,3152,0,3257.69,-52.85,0,0,0,0,0,0,992.943912
120850,3064,-176,3218.95,-77.48,0,0,0,0,0,0,981.13596
121350,3032,-64,3181.56,-74.78,0,0,0,0,0,0,969.739488
121850,3012,-40,3147.65,-67.83,0,0,0,0,0,0,959.40372
122350,2992,-40,3116.52,-62.26,0,0,0,0,0,0,949.915296
122850,2894,-196,3072.02,-89.01,0,0,0,0,0,0,936.351696
123350,2908,28,3039.21,-65.61,0,0,0,0,0,0,926.351208
123850,2850,-116,3001.37,-75.69,0,0,0,0,0,0,914.817576
124350,2814,-72,2963.9,-74.95,0,0,0,0,0,0,903.39672
124850,2768,-92,2924.72,-78.36,0,0,0,0,0,0,891.454656
125350,2766,-4,2892.97,-63.49,0,0,0,0,0,0,881.777256
125850,2712,-108,2856.78,-72.39,0,0,0,0,0,0,870.746544
126350,2702,-20,2825.82,-61.91,0,0,0,0,0,0,861.309936
126850,2660,-84,2792.66,-66.33,0,0,0,0,0,0,851.202768
127350,2630,-60,2760.13,-65.06,0,0,0,0,0,0,841.287624
127850,2540,-180,2716.1,-88.05,0,0,0,0,0,0,827.86728
128350,2518,-44,2676.48,-79.24,0,0,0,0,0,0,815.791104
128850,2572,108,2655.58,-41.79,0,0,0,0,0,0,809.420784
129350,2500,-144,2624.47,-62.23,0,0,0,0,0,0,799.938456
129850,2444,-112,2588.37,-72.19,0,0,0,0,0,0,788.935176
130350,2436,-16,2557.9,-60.95,0,0,0,0,0,0,779.64792
130850,2422,-28,2530.72,-54.36,0,0,0,0,0,0,771.363456
131350,2312,-220,2486.98,-87.49,0,0,0,0,0,0,758.031504
131850,2346,68,2458.78,-56.39,0,0,0,0,0,0,749.436144
132350,2288,-116,2424.62,-68.31,0,0,0,0,0,0,739.024176
132850,2300,24,2399.7,-49.85,0,0,0,0,0,0,731.42856
133350,2240,-120,2367.76,-63.88,0,0,0,0,0,0,721.693248
133850,2178,-124,2329.81,-75.9,0,0,0,0,0,0,710.126088
134350,2154,-48,2294.65,-70.32,0,0,0,0,0,0,699.40932
134850,2128,-52,2261.32,-66.66,0,0,0,0,0,0,689.250336
135350,2102,-52,2229.45,-63.73,0,0,0,0,0,0,679.53636
135850,2032,-140,2189.96,-78.98,0,0,0,0,0,0,667.499808
136350,2072,80,2166.37,-47.19,0,0,0,0,0,0,660.309576
136850,2006,-132,2134.3,-64.15,0,0,0,0,0,0,650.53464
137350,1952,-108,2097.84,-72.92,0,0,0,0,0,0,639.421632
137850,1948,-8,2067.87,-59.94,0,0,0,0,0,0,630.286776
138350,1888,-120,2031.9,-71.95,0,0,0,0,0,0,619.32312
138850,1866,-44,1998.72,-66.36,0,0,0,0,0,0,609.209856
139350,1842,-48,1967.37,-62.69,0,0,0,0,0,0,599.654376
139850,1784,-116,1930.7,-73.35,0,0,0,0,0,0,588.47736
140350,1716,-136,1887.76,-85.88,0,0,0,0,0,0,575.389248
140850,1742,52,1858.61,-58.3,0,0,0,0,0,0,566.504328
141350,1680,-124,1822.89,-71.44,0,0,0,0,0,0,555.616872
141850,1666,-28,1791.51,-62.75,0,0,0,0,0,0,546.052248
142350,1646,-40,1762.41,-58.2,0,0,0,0,0,0,537.182568
142850,1598,-96,1729.53,-65.76,0,0,0,0,0,0,527.160744
143350,1560,-76,1695.62,-67.81,0,0,0,0,0,0,516.824976
143850,1514,-92,1659.3,-72.65,0,0,0,0,0,1514,505.75464
144350,1436,-156,1614.64,-89.32,0,0,0,0,0,0,492.142272
144850,1436,0,1578.91,-71.45,0,0,0,0,0,0,481.251768
145350,1470,68,1557.13,-43.56,0,0,0,0,0,0,474.613224
145850,1416,-108,1528.9,-56.45,0,0,0,0,0,0,466.00872
146350,1354,-124,1493.92,-69.96,0,0,0,0,0,0,455.346816
146850,1310,-88,1457.14,-73.57,0,0,0,0,0,0,444.136272
147350,1280,-60,1421.71,-70.85,0,0,0,0,0,0,433.337208
147850,1248,-64,1386.97,-69.48,0,0,0,0,0,0,422.748456
148350,1270,44,1363.57,-46.79,0,0,0,0,0,0,415.616136
148850,1218,-104,1334.46,-58.23,0,0,0,0,0,0,406.743408
149350,1164,-108,1300.37,-68.18,0,0,0,0,0,0,396.352776
149850,1176,24,1275.49,-49.75,0,0,0,0,0,0,388.769352
150350,1086,-180,1237.6,-75.8,0,0,0,0,0,0,377.22048
150850,1076,-20,1205.28,-64.64,0,0,0,0,0,0,367.369344
151350,1028,-96,1169.82,-70.91,0,0,0,0,0,0,356.561136
151850,1036,16,1143.06,-53.53,0,0,0,0,0,0,348.404688
152350,992,-88,1112.85,-60.42,0,0,0,0,0,0,339.19668
152850,958,-68,1081.88,-61.94,0,0,0,0,0,0,329.757024
153350,862,-192,1037.9,-87.95,0,0,0,0,0,0,316.35192
153850,904,84,1011.12,-53.56,0,0,0,0,0,0,308.189376
154350,874,-60,983.7,-54.85,0,0,0,0,0,0,299.83176
